atomic_number,energy,f1,f2
"41",18.3798,4.51197,7.01055
"41",18.6714,4.68531,6.87572
"41",18.9676,4.83034,6.74349
"41",19.2,4.92071,6.64291
"41",19.4,4.99104,6.68212
"41",19.7078,5.24992,6.56729
"41",20.0204,5.45473,6.45442
"41",20.338,5.69651,6.27554
"41",20.6607,5.87193,6.01605
"41",20.9884,6.00402,5.76728
"41",21.3214,6.07288,5.4533
"41",21.6597,6.06038,5.18838
"41",21.8,6.06337,5.08768
"41",22,6.02805,5.05663
"41",22.349,6.10398,4.75849
"41",22.7036,6.02997,4.63565
"41",23.0637,6.10622,4.49404
"41",23.4296,6.14237,4.14305
"41",23.8013,6.06069,3.81946
"41",24.1789,5.91902,3.52115
"41",24.5625,5.73139,3.24614
"41",24.9522,5.49814,2.99261
"41",25.05,5.42748,2.93271
"41",25.43,5.19017,2.7736
"41",25.83,4.92242,2.61254
"41",26.2398,4.55846,2.33846
"41",26.24,4.59924,2.33832
"41",26.38,4.39932,2.37555
"41",26.66,4.22017,2.33177
"41",26.95,3.97637,2.24491
"41",27.3775,3.56807,2.17767
"41",27.4,3.55844,2.17423
"41",27.55,3.40759,2.18558
"41",27.9871,3.05168,2.14364
"41",28.4311,2.6035,2.10251
"41",28.8821,2.08959,2.06934
"41",29.3403,1.45167,2.09203
"41",29.52,1.1423,2.1009
"41",29.69,0.807059,2.15698
"41",29.87,0.420741,2.26952
"41",30.05,-0.0204483,2.49093
"41",30.42,-0.467687,3.4182
"41",30.8,-0.413534,4.15128
"41",30.99,-0.249757,4.05372
"41",31.39,-0.568582,4.30621
"41",31.59,-0.656202,4.08255
"41",32.0912,-1.81811,4.84415
"41",32.6003,-2.08718,5.74783
"41",32.62,-2.0964,5.78576
"41",33.06,-2.28793,6.49777
"41",33.5845,-2.50763,7.30508
"41",34.1173,-2.74016,8.2127
"41",34.44,-2.94204,8.80866
"41",34.68,-2.89839,9.57144
"41",35.17,-2.87778,10.449
"41",35.458,-2.62857,11.2729
"41",36.0205,-2.23328,12.3478
"41",36.592,-1.67639,13.5253
"41",37.1725,-0.814737,14.553
"41",37.7622,0.0999854,15.5224
"41",38.3612,1.20022,16.2758
"41",38.9698,2.50299,16.7997
"41",39.588,3.73541,17.08
"41",40.2161,4.83803,17.1222
"41",40.8541,5.88877,17.0968
"41",41.5022,6.80496,16.8678
"41",42.1606,7.54294,16.6384
"41",42.8294,8.13196,16.4122
"41",43.5089,8.63386,16.3843
"41",44.1991,9.23011,16.3966
"41",44.9003,9.87878,16.4088
"41",45.6126,10.5694,16.4211
"41",46.3362,11.3253,16.4334
"41",47.0713,12.2292,16.4457
"41",47.8181,13.2482,16.1304
"41",48.5767,14.1229,15.6863
"41",49.3473,14.9476,15.1846
"41",50.1302,15.6539,14.547
"41",50.9254,16.2808,13.9362
"41",51.7333,16.8647,13.2266
"41",52.5541,17.3172,12.4818
"41",53.3878,17.7159,11.7789
"41",54.2347,18.046,11.002
"41",55.0951,18.2349,10.2234
"41",55.9692,18.3354,9.49989
"41",56.8571,18.3782,8.82758
"41",57.7591,18.3798,8.20287
"41",58.6754,18.3162,7.62235
"41",58.76,18.2992,7.5713
"41",59.04,18.3996,7.52903
"41",59.6,18.3821,6.99986
"41",60.5455,18.1275,6.55668
"41",61.07,18.1904,6.32584
"41",61.37,18.2047,6.07982
"41",61.68,18.1014,5.97176
"41",62.6585,18.0747,5.43902
"41",63.6525,17.8773,4.95382
"41",64.6623,17.6748,4.52168
"41",65.6882,17.4687,4.13016
"41",66.7302,17.257,3.77255
"41",67.7889,17.0452,3.4459
"41",68.8643,16.8474,3.13398
"41",69.9568,16.643,2.82716
"41",70.04,16.6285,2.80525
"41",71.05,16.4555,2.47877
"41",71.46,16.3029,2.35991
"41",72.5937,15.9585,2.15606
"41",73.7453,15.6965,1.97446
"41",74.9152,15.4324,1.80991
"41",76.1037,15.1622,1.67855
"41",77.311,14.9216,1.58181
"41",78.5375,14.6998,1.49064
"41",79.7834,14.4836,1.40473
"41",81.0491,14.2772,1.33786
"41",82.3349,14.0844,1.27668
"41",83.6411,13.8984,1.21829
"41",84.968,13.7091,1.16258
"41",86.316,13.5194,1.13074
"41",87.6853,13.3475,1.1044
"41",89.0764,13.1772,1.07867
"41",90.4895,13.0134,1.07338
"41",91.925,12.8621,1.06987
"41",93.3834,12.7137,1.06637
"41",94.8648,12.5723,1.07587
"41",96.3698,12.4406,1.08726
"41",97.8986,12.3165,1.09877
"41",99.4517,12.197,1.1104
"41",101.029,12.0797,1.12215
"41",102.632,11.9607,1.13533
"41",104.26,11.8473,1.15971
"41",105.914,11.7414,1.18462
"41",107.595,11.6403,1.21006
"41",109.302,11.5449,1.23605
"41",111.036,11.4529,1.25924
"41",112.797,11.3608,1.28179
"41",114.586,11.2699,1.30475
"41",116.404,11.1799,1.32813
"41",118.251,11.0907,1.35192
"41",120.127,11.0021,1.37613
"41",122.033,10.9138,1.40078
"41",123.969,10.8255,1.42587
"41",125.935,10.7368,1.45141
"41",127.933,10.647,1.47741
"41",129.963,10.5555,1.50707
"41",132.024,10.4662,1.53847
"41",134.119,10.3777,1.57053
"41",136.247,10.2898,1.60326
"41",138.408,10.2023,1.63667
"41",140.604,10.1209,1.67077
"41",142.834,10.0402,1.69628
"41",145.1,9.953,1.71334
"41",147.402,9.85789,1.73057
"41",149.741,9.75714,1.74797
"41",152.116,9.65103,1.76555
"41",154.529,9.53941,1.78331
"41",156.981,9.42196,1.80124
"41",159.471,9.29823,1.81935
"41",162.001,9.16768,1.83765
"41",164.571,9.02963,1.85613
"41",167.182,8.88328,1.8748
"41",169.834,8.72771,1.89365
"41",172.529,8.56181,1.9127
"41",175.266,8.38427,1.93193
"41",178.046,8.19349,1.95136
"41",180.871,7.98756,1.97099
"41",183.74,7.76456,1.99081
"41",186.655,7.51978,2.00868
"41",189.616,7.24789,2.02655
"41",192.624,6.94149,2.04458
"41",195.68,6.58711,2.06277
"41",198.784,6.14451,2.08112
"41",200.61,5.55851,2.09185
"41",201.26,5.62158,2.44795
"41",201.92,5.69475,2.44283
"41",203.24,5.46819,2.32027
"41",203.91,5.46016,2.47987
"41",204.58,5.31969,2.5293
"41",207.32,5.09604,2.52079
"41",208.71,4.72849,2.61769
"41",210.84,4.35876,2.71493
"41",214.185,3.65832,3.21444
"41",217.583,3.1914,3.79636
"41",221.034,2.69406,4.05399
"41",224.541,1.84506,4.59256
"41",226.23,1.73409,4.94104
"41",229.69,1.58763,5.98733
"41",230.44,0.911587,5.72043
"41",234.096,0.243126,7.10827
"41",237.5,0.189674,8.67545
"41",240.26,0.422839,9.68127
"41",244.05,1.00115,10.5383
"41",245.99,1.07303,11.0641
"41",249.892,1.61411,11.7206
"41",250.96,1.70318,11.905
"41",254.05,1.96048,12.0841
"41",256.15,1.78463,12.6766
"41",260.214,2.01208,13.3883
"41",260.45,2.11196,13.4305
"41",261.55,2.00945,13.9856
"41",263.78,2.57176,14.406
"41",266.04,2.86602,14.6228
"41",270.261,3.18432,15.3196
"41",273.07,3.57332,15.7954
"41",275.5,3.8831,16.0801
"41",279.871,4.40965,16.7704
"41",281.76,4.80274,17.0744
"41",284.35,5.17703,17.2948
"41",288.861,5.7994,17.6923
"41",293.444,6.60139,18.0989
"41",298.099,7.47016,18.073
"41",302.828,7.73586,17.8863
"41",307.632,7.94042,18.2695
"41",312.512,8.34915,18.5558
"41",317.47,8.72073,18.7505
"41",322.507,9.05545,18.989
"41",327.623,9.4188,19.2355
"41",332.82,9.7571,19.4182
"41",338.1,9.95948,19.6027
"41",343.464,10.0468,19.8449
"41",348.913,10.097,20.3427
"41",354.448,10.0131,20.853
"41",356.24,9.93921,21.0192
"41",358.3,8.94937,21.5244
"41",360.38,8.56953,23.3983
"41",362.49,10.8976,27.2002
"41",364.63,14.676,25.5284
"41",366.78,15.1061,22.7465
"41",368.96,15.2468,22.0891
"41",374.813,13.5659,23.1239
"41",375.67,13.6422,23.2779
"41",377.97,14.5035,24.3827
"41",382.63,16.494,22.1987
"41",385.01,15.6174,22.2135
"41",387.41,15.8183,22.7719
"41",393.556,16.2889,22.8075
"41",399.799,16.8611,22.8606
"41",406.142,17.5515,22.9408
"41",412.585,18.3865,22.8705
"41",419.13,19.0168,22.4869
"41",425.78,19.3442,22.1602
"41",432.534,19.6665,22.0627
"41",439.396,20.0336,21.9656
"41",446.367,20.3885,21.8689
"41",453.448,20.5527,21.7726
"41",460.642,20.6752,22.0442
"41",461.74,20.7598,22.0915
"41",464.34,20.8945,22.3502
"41",471.706,21.7981,22.5382
"41",475.93,22.2299,22.6453
"41",478.68,22.5973,22.6578
"41",486.274,23.3501,22.1753
"41",493.988,23.7463,21.8663
"41",501.825,24.3248,21.7173
"41",501.94,24.3345,21.7152
"41",505.01,24.3307,21.4031
"41",513.022,24.6038,21.4472
"41",521.16,25.0395,21.4914
"41",529.428,25.6527,21.5357
"41",537.827,26.4288,21.3599
"41",542.56,26.8189,21.206
"41",547.36,27.2351,21.0286
"41",552.24,27.5995,20.743
"41",561.001,28.1381,20.1158
"41",563.54,28.2475,19.9394
"41",571.39,28.3308,19.1876
"41",580.455,28.3056,19.0078
"41",589.663,28.4661,18.8297
"41",599.018,28.6801,18.6532
"41",608.521,28.922,18.4784
"41",618.174,29.1866,18.3053
"41",627.981,29.4844,18.1337
"41",637.944,29.8092,17.9099
"41",648.064,30.0951,17.6442
"41",658.345,30.3536,17.3824
"41",668.79,30.596,17.1246
"41",679.399,30.8263,16.8705
"41",690.178,31.0466,16.6203
"41",701.127,31.2585,16.3737
"41",712.25,31.4631,16.1308
"41",723.549,31.6613,15.8915
"41",735.027,31.854,15.6558
"41",746.688,32.0422,15.4235
"41",758.534,32.2271,15.1947
"41",770.567,32.4103,14.9693
"41",782.792,32.5951,14.7472
"41",795.21,32.7899,14.5267
"41",807.826,32.9792,14.269
"41",820.641,33.1471,14.0158
"41",833.66,33.3019,13.7671
"41",846.885,33.4494,13.5229
"41",860.321,33.5916,13.283
"41",873.969,33.7306,13.0473
"41",887.834,33.878,12.8158
"41",901.919,34.0308,12.5704
"41",916.227,34.1783,12.3107
"41",930.762,34.3395,12.0407
"41",945.528,34.4125,11.6632
"41",960.528,34.44,11.4194
"41",975.766,34.4759,11.1871
"41",991.246,34.5265,10.9595
"41",1006.97,34.5747,10.7365
"41",1022.95,34.6203,10.518
"41",1039.17,34.6629,10.304
"41",1055.66,34.7024,10.0944
"41",1072.41,34.7389,9.88899
"41",1089.42,34.7726,9.68779
"41",1106.7,34.8036,9.49068
"41",1124.26,34.8324,9.29757
"41",1142.1,34.8595,9.10841
"41",1160.21,34.8854,8.92309
"41",1178.62,34.9112,8.74154
"41",1197.32,34.9384,8.56368
"41",1216.31,34.97,8.38944
"41",1235.61,35.0128,8.21875
"41",1255.21,35.0973,8.05152
"41",1275.12,35.212,7.7423
"41",1295.35,35.1418,7.32844
"41",1315.9,34.979,7.17136
"41",1336.78,34.8952,7.01767
"41",1357.99,34.8279,6.86726
"41",1379.53,34.7672,6.72007
"41",1401.41,34.7091,6.57604
"41",1423.65,34.6518,6.4351
"41",1446.23,34.5943,6.29718
"41",1469.17,34.5361,6.16221
"41",1492.48,34.4785,6.03013
"41",1516.16,34.4187,5.89376
"41",1540.21,34.3519,5.75924
"41",1564.65,34.2794,5.6278
"41",1589.47,34.2017,5.49935
"41",1614.68,34.1187,5.37383
"41",1640.3,34.0302,5.25119
"41",1666.32,33.9359,5.13133
"41",1692.76,33.8352,5.01422
"41",1719.61,33.7278,4.89978
"41",1746.89,33.6128,4.78795
"41",1774.6,33.4897,4.67867
"41",1802.76,33.3574,4.57189
"41",1831.36,33.2151,4.46754
"41",1860.41,33.0613,4.36557
"41",1889.92,32.8947,4.26594
"41",1919.91,32.7132,4.16857
"41",1950.36,32.5147,4.07343
"41",1981.3,32.2963,3.98046
"41",2012.74,32.0542,3.88961
"41",2044.67,31.7837,3.80084
"41",2077.1,31.4784,3.71409
"41",2110.06,31.1295,3.62932
"41",2143.53,30.7245,3.54649
"41",2177.54,30.2446,3.46554
"41",2212.08,29.66,3.38645
"41",2247.17,28.9182,3.30916
"41",2282.82,27.9127,3.23363
"41",2319.04,26.3668,3.16221
"41",2355.83,22.8701,3.09655
"41",2367,19.0235,3.07709
"41",2370.4,9.61049,3.0712
"41",2370.6,9.61202,11.3848
"41",2398,24.2235,11.1855
"41",2436.04,25.6006,10.9182
"41",2461,23.9051,10.7485
"41",2464.6,19.3646,10.7244
"41",2464.8,19.3714,14.7781
"41",2493,27.4308,14.5476
"41",2532.55,29.3444,14.2347
"41",2572.73,30.5108,13.9284
"41",2613.54,31.3059,13.6288
"41",2655,31.76,13.3356
"41",2695,30.8552,13.0629
"41",2697.6,28.9734,13.0455
"41",2697.8,28.9801,14.8877
"41",2730,32.8699,14.625
"41",2773.31,33.9442,14.2836
"41",2817.31,34.7138,13.9501
"41",2862,35.3424,13.6245
"41",2907.4,35.88,13.3064
"41",2953.53,36.3511,12.9958
"41",3000.38,36.7699,12.6924
"41",3047.98,37.146,12.3961
"41",3096.34,37.4862,12.1067
"41",3145.46,37.7958,11.8241
"41",3195.36,38.0788,11.548
"41",3246.05,38.3384,11.2785
"41",3297.55,38.5774,11.0152
"41",3349.86,38.798,10.758
"41",3403,39.0022,10.5069
"41",3456.99,39.1918,10.2616
"41",3511.83,39.3682,10.022
"41",3567.54,39.533,9.78809
"41",3624.14,39.6874,9.5596
"41",3681.63,39.833,9.33642
"41",3740.04,39.9756,9.11847
"41",3799.37,40.1159,8.89692
"41",3859.65,40.2389,8.66663
"41",3920.88,40.3463,8.44233
"41",3983.08,40.4427,8.22382
"41",4046.27,40.5296,8.01096
"41",4110.46,40.6083,7.80362
"41",4175.67,40.6795,7.60165
"41",4241.91,40.7439,7.40491
"41",4309.21,40.8021,7.21324
"41",4377.57,40.8546,7.02655
"41",4447.02,40.9019,6.84469
"41",4517.56,40.9443,6.66752
"41",4589.23,40.9822,6.49495
"41",4662.04,41.0159,6.32685
"41",4736,41.0458,6.16308
"41",4811.13,41.0721,6.00357
"41",4887.45,41.095,5.84819
"41",4964.99,41.1148,5.69683
"41",5043.76,41.1318,5.54937
"41",5123.77,41.146,5.40575
"41",5205.06,41.1578,5.26584
"41",5287.63,41.1672,5.12953
"41",5371.51,41.1745,4.99677
"41",5456.73,41.1798,4.86745
"41",5543.3,41.1832,4.74146
"41",5631.24,41.185,4.61874
"41",5720.57,41.1852,4.4992
"41",5811.32,41.1839,4.38275
"41",5903.52,41.1814,4.26931
"41",5997.17,41.1777,4.15881
"41",6092.31,41.1732,4.05118
"41",6188.96,41.1679,3.94632
"41",6287.15,41.1628,3.84418
"41",6386.89,41.1581,3.74254
"41",6488.21,41.1512,3.64017
"41",6591.14,41.141,3.54059
"41",6695.7,41.129,3.44375
"41",6801.93,41.1155,3.34955
"41",6909.83,41.1009,3.25792
"41",7019.45,41.0851,3.16881
"41",7130.81,41.0684,3.08213
"41",7243.94,41.0509,2.99782
"41",7358.86,41.0325,2.91582
"41",7475.6,41.0135,2.83606
"41",7594.19,40.9938,2.75848
"41",7714.67,40.9735,2.68302
"41",7837.06,40.9527,2.60963
"41",7961.39,40.9313,2.53825
"41",8087.69,40.9096,2.46882
"41",8215.99,40.8874,2.40129
"41",8346.33,40.8648,2.3356
"41",8478.74,40.8418,2.27171
"41",8613.25,40.8185,2.20957
"41",8749.89,40.7948,2.14913
"41",8888.7,40.7709,2.09034
"41",9029.72,40.7467,2.03317
"41",9172.97,40.7222,1.97755
"41",9318.49,40.6974,1.92346
"41",9466.32,40.6724,1.87084
"41",9616.5,40.6471,1.81967
"41",9769.05,40.6215,1.7699
"41",9924.03,40.5957,1.72148
"41",10081.5,40.5697,1.67439
"41",10241.4,40.5433,1.62859
"41",10403.9,40.5167,1.58404
"41",10568.9,40.4898,1.54071
"41",10736.6,40.4626,1.49857
"41",10906.9,40.4351,1.45757
"41",11080,40.4072,1.4177
"41",11255.7,40.3789,1.37893
"41",11434.3,40.3503,1.34121
"41",11615.7,40.3212,1.30452
"41",11800,40.2916,1.26883
"41",11987.2,40.2614,1.23413
"41",12177.3,40.2307,1.20037
"41",12370.5,40.1994,1.16753
"41",12566.8,40.1673,1.1356
"41",12766.1,40.1345,1.10453
"41",12968.6,40.1008,1.07432
"41",13174.4,40.066,1.04493
"41",13383.4,40.0302,1.01635
"41",13595.7,39.9932,0.988549
"41",13811.4,39.9547,0.961509
"41",14030.5,39.9147,0.935209
"41",14253.1,39.8729,0.909626
"41",14479.2,39.829,0.884744
"41",14708.9,39.7827,0.860544
"41",14942.2,39.7338,0.837003
"41",15179.3,39.6816,0.814108
"41",15420.1,39.6257,0.79184
"41",15664.7,39.5655,0.770178
"41",15913.2,39.4999,0.749111
"41",16165.7,39.4279,0.728621
"41",16422.1,39.348,0.708691
"41",16682.7,39.2582,0.689304
"41",16947.3,39.1556,0.670449
"41",17216.2,39.036,0.652111
"41",17489.3,38.893,0.634272
"41",17766.8,38.7157,0.616922
"41",18048.6,38.4845,0.600047
"41",18334.9,38.1561,0.583633
"41",18625.8,37.6045,0.567669
"41",18921.3,35.8947,0.552141
"41",18972,34.1578,0.549543
"41",18982.9,29.3781,0.548989
"41",18983.1,29.3783,3.74732
"41",19077,36.3892,3.71701
"41",19379.6,37.9245,3.62195
"41",19687.1,38.5544,3.52933
"41",19999.4,38.9611,3.43908
"41",20316.7,39.2617,3.35113
"41",20639,39.4992,3.26544
"41",20966.4,39.6946,3.18194
"41",21299,39.8596,3.10057
"41",21636.9,40.0016,3.02128
"41",21980.2,40.1253,2.94402
"41",22328.9,40.2344,2.86874
"41",22683.1,40.3312,2.79538
"41",23043,40.4179,2.7239
"41",23408.5,40.4957,2.65424
"41",23779.9,40.566,2.58636
"41",24157.1,40.6297,2.52023
"41",24540.4,40.6876,2.45578
"41",24929.7,40.7404,2.39299
"41",25325.2,40.7886,2.33179
"41",25726.9,40.8328,2.27216
"41",26135.1,40.8733,2.21406
"41",26549.7,40.9106,2.15744
"41",26970.9,40.945,2.10227
"41",27398.7,40.9768,2.04851
"41",27833.4,41.0067,1.99612
"41",28275,41.0352,1.94387
"41",28723.5,41.0608,1.89152
"41",29179.2,41.0834,1.84058
"41",29642.1,41.106,1.79102
"41",30000,41.1035,1.75412
"28",10,-9999,1.37727
"28",10.1617,-9999,1.38064
"28",10.3261,-9999,1.38401
"28",10.4931,-9999,1.3874
"28",10.6628,-9999,1.39079
"28",10.8353,-9999,1.39419
"28",11.0106,-9999,1.39982
"28",11.1886,-9999,1.44104
"28",11.3696,-9999,1.48347
"28",11.5535,-9999,1.52716
"28",11.7404,-9999,1.57212
"28",11.9303,-9999,1.61841
"28",12.1232,-9999,1.66663
"28",12.3193,-9999,1.71662
"28",12.5186,-9999,1.7681
"28",12.721,-9999,1.82113
"28",12.9268,-9999,1.87575
"28",13.1359,-9999,1.93142
"28",13.3483,-9999,1.98842
"28",13.5642,-9999,2.0471
"28",13.7836,-9999,2.10752
"28",14.0066,-9999,2.16971
"28",14.2331,-9999,2.23204
"28",14.4633,-9999,2.28582
"28",14.6973,-9999,2.34091
"28",14.935,-9999,2.39732
"28",15.1765,-9999,2.45509
"28",15.422,-9999,2.51425
"28",15.6714,-9999,2.5714
"28",15.9249,-9999,2.62103
"28",16.1825,-9999,2.67162
"28",16.4442,-9999,2.72318
"28",16.7102,-9999,2.77574
"28",16.9805,-9999,2.82931
"28",17.2551,-9999,2.88392
"28",17.5342,-9999,2.93007
"28",17.8178,-9999,2.9711
"28",18.106,-9999,3.01271
"28",18.3989,-9999,3.05491
"28",18.6964,-9999,3.09769
"28",18.9988,-9999,3.14107
"28",19.3061,-9999,3.1147
"28",19.6184,-9999,3.09192
"28",19.9357,-9999,3.0999
"28",20.2582,-9999,3.1079
"28",20.5858,-9999,3.11592
"28",20.9188,-9999,3.12491
"28",21.2571,-9999,3.16974
"28",21.6009,-9999,3.21521
"28",21.9503,-9999,3.26133
"28",22.3053,-9999,3.34677
"28",22.6661,-9999,3.44429
"28",23.0327,-9999,3.54465
"28",23.4053,-9999,3.64793
"28",23.7838,-9999,3.75422
"28",24.1685,-9999,3.80593
"28",24.5594,-9999,3.83313
"28",24.9566,-9999,3.86051
"28",25.3603,-9999,3.88809
"28",25.7705,-9999,3.91587
"28",26.1873,-9999,3.90685
"28",26.6109,-9999,3.88468
"28",27.0413,-9999,3.86263
"28",27.4786,-9999,3.8407
"28",27.9231,-9999,3.81412
"28",28.3747,-9999,3.77863
"28",28.8337,-9999,3.74347
"28",29.3,4.07489,3.70864
"28",29.7739,4.11878,3.67413
"28",30.2555,4.15559,3.63994
"28",30.7449,4.18799,3.60945
"28",31.2421,4.21844,3.57991
"28",31.7475,4.24569,3.55062
"28",32.2609,4.26954,3.52157
"28",32.7827,4.28991,3.49275
"28",33.313,4.30665,3.46417
"28",33.8518,4.31936,3.43582
"28",34.3993,4.32706,3.40771
"28",34.9557,4.33038,3.38228
"28",35.5211,4.33103,3.36017
"28",36.0956,4.32965,3.33819
"28",36.6794,4.32479,3.31636
"28",37.2727,4.3155,3.29467
"28",37.8755,4.3002,3.27312
"28",38.4882,4.27468,3.25172
"28",39.1107,4.24425,3.25034
"28",39.7432,4.2183,3.25005
"28",40.3861,4.19406,3.24976
"28",41.0393,4.16743,3.24947
"28",41.7031,4.13541,3.24918
"28",42.3776,4.09414,3.24888
"28",43.063,4.0477,3.26499
"28",43.7595,4.00654,3.28972
"28",44.4673,3.96885,3.31464
"28",45.1865,3.93122,3.33976
"28",45.9174,3.89203,3.36506
"28",46.66,3.85034,3.39055
"28",47.4147,3.79831,3.41624
"28",48.1816,3.73782,3.44854
"28",48.9609,3.68007,3.50082
"28",49.7528,3.62828,3.55389
"28",50.5576,3.57767,3.60778
"28",51.3753,3.52588,3.66247
"28",52.2062,3.47153,3.718
"28",53.0506,3.4142,3.77753
"28",53.9087,3.35497,3.8391
"28",54.7806,3.29249,3.90168
"28",55.6667,3.22528,3.96528
"28",56.567,3.1525,4.02991
"28",57.482,3.0782,4.09444
"28",58.4117,2.98535,4.14027
"28",59.3564,2.86335,4.18662
"28",60.3165,2.70077,4.23349
"28",61.2921,2.45011,4.30894
"28",62.2834,2.18829,4.47415
"28",63.2908,1.90363,4.64568
"28",64.3145,1.52278,4.82379
"28",65.3547,1.0005,5.3592
"28",66.4118,0.7129,6.16858
"28",67.4859,0.694467,7.10021
"28",68.5775,1.10772,8.17252
"28",69.6867,1.75751,8.50016
"28",70.8138,2.26228,8.79611
"28",71.9591,2.71469,9.08103
"28",73.123,3.15797,9.20206
"28",74.3057,3.49643,9.32471
"28",75.5076,3.81415,9.44899
"28",76.7289,4.14091,9.57493
"28",77.9699,4.46124,9.64899
"28",79.231,4.75594,9.70549
"28",80.5125,5.03118,9.76232
"28",81.8147,5.3015,9.8195
"28",83.138,5.58627,9.87699
"28",84.4827,5.88145,9.86813
"28",85.8491,6.12735,9.84309
"28",87.2377,6.34846,9.81811
"28",88.6487,6.55119,9.7932
"28",90.0825,6.73894,9.76835
"28",91.5395,6.90617,9.74356
"28",93.0201,7.04896,9.73075
"28",94.5246,7.19681,9.74377
"28",96.0535,7.35361,9.75681
"28",97.6071,7.51027,9.76987
"28",99.1858,7.66641,9.78295
"28",100.79,7.82189,9.79605
"28",102.42,7.97682,9.80915
"28",104.077,8.1316,9.82228
"28",105.76,8.28712,9.83543
"28",107.471,8.44647,9.8486
"28",109.209,8.60494,9.84981
"28",110.975,8.75933,9.8482
"28",112.77,8.90703,9.8466
"28",114.594,9.0524,9.84499
"28",116.448,9.19571,9.84339
"28",118.331,9.33813,9.84179
"28",120.245,9.48087,9.84019
"28",122.19,9.62523,9.82776
"28",124.166,9.75819,9.81204
"28",126.175,9.88397,9.79634
"28",128.215,10.0028,9.78065
"28",130.289,10.1138,9.76501
"28",132.397,10.2099,9.74938
"28",134.538,10.2682,9.73377
"28",136.714,10.3327,9.79365
"28",138.925,10.4316,9.86007
"28",141.172,10.5474,9.92692
"28",143.456,10.6757,9.99425
"28",145.776,10.8152,10.062
"28",148.134,10.9657,10.1303
"28",150.53,11.1282,10.199
"28",152.964,11.3049,10.2681
"28",155.439,11.4992,10.3378
"28",157.953,11.7511,10.3978
"28",160.507,12.0042,10.3668
"28",163.103,12.2017,10.3359
"28",165.742,12.3889,10.3051
"28",168.422,12.5688,10.2744
"28",171.146,12.7435,10.2438
"28",173.915,12.9142,10.2133
"28",176.727,13.0823,10.1829
"28",179.586,13.2484,10.1525
"28",182.491,13.4134,10.1223
"28",185.442,13.578,10.0921
"28",188.442,13.7429,10.0621
"28",191.489,13.9091,10.0321
"28",194.587,14.0776,10.0022
"28",197.734,14.2497,9.97242
"28",200.932,14.4351,9.94271
"28",204.182,14.6388,9.91308
"28",207.485,14.844,9.82709
"28",210.84,15.0233,9.73137
"28",214.251,15.1866,9.63658
"28",217.716,15.34,9.54272
"28",221.237,15.486,9.44977
"28",224.816,15.6259,9.35773
"28",228.452,15.7608,9.26659
"28",232.147,15.8913,9.17632
"28",235.902,16.0179,9.08694
"28",239.717,16.1412,8.99844
"28",243.595,16.2616,8.91079
"28",247.535,16.3794,8.82399
"28",251.538,16.495,8.73804
"28",255.607,16.6088,8.65294
"28",259.741,16.7212,8.56865
"28",263.942,16.8328,8.4852
"28",268.211,16.944,8.40255
"28",272.549,17.0559,8.3207
"28",276.957,17.1684,8.23966
"28",281.437,17.2961,8.1594
"28",285.989,17.428,8.06947
"28",290.615,17.5535,7.94306
"28",295.315,17.6582,7.81865
"28",300.092,17.7522,7.69617
"28",304.945,17.8383,7.57562
"28",309.878,17.9182,7.45695
"28",314.89,17.9926,7.34015
"28",319.983,18.0622,7.22517
"28",325.158,18.1275,7.11199
"28",330.418,18.189,7.00059
"28",335.762,18.2469,6.89094
"28",341.192,18.3016,6.783
"28",346.711,18.3535,6.67675
"28",352.319,18.4028,6.57216
"28",358.017,18.4502,6.46922
"28",363.808,18.4964,6.36788
"28",369.692,18.5455,6.26813
"28",375.672,18.5909,6.15792
"28",381.748,18.6295,6.04599
"28",387.922,18.6603,5.93609
"28",394.197,18.6861,5.82819
"28",400.573,18.7075,5.72225
"28",407.052,18.725,5.61823
"28",413.635,18.7389,5.51611
"28",420.326,18.7492,5.41584
"28",427.124,18.7562,5.3174
"28",434.032,18.7599,5.22074
"28",441.052,18.7606,5.12584
"28",448.186,18.7582,5.03267
"28",455.435,18.753,4.94119
"28",462.802,18.7451,4.85137
"28",470.287,18.7346,4.76319
"28",477.894,18.7219,4.67661
"28",485.623,18.7078,4.5916
"28",493.478,18.6944,4.50813
"28",501.459,18.6841,4.41984
"28",509.57,18.6676,4.3153
"28",517.812,18.6345,4.21322
"28",526.187,18.5923,4.11356
"28",534.698,18.5425,4.01626
"28",543.346,18.4853,3.92125
"28",552.134,18.4207,3.8285
"28",561.065,18.3488,3.73793
"28",570.139,18.2691,3.64952
"28",579.361,18.1812,3.56319
"28",588.732,18.0845,3.4789
"28",598.254,17.9775,3.39661
"28",607.93,17.8558,3.31626
"28",617.763,17.7261,3.25118
"28",627.755,17.5904,3.1909
"28",637.908,17.4496,3.13174
"28",648.226,17.2992,3.07368
"28",658.711,17.1372,3.01669
"28",669.365,16.9618,2.96076
"28",680.191,16.7709,2.90587
"28",691.193,16.5627,2.85199
"28",702.372,16.3354,2.79911
"28",713.733,16.0924,2.74722
"28",725.277,15.8265,2.66726
"28",737.008,15.4916,2.54699
"28",748.928,15.0476,2.43214
"28",761.042,14.5541,2.40333
"28",773.351,13.9833,2.3552
"28",785.859,13.2954,2.31346
"28",798.57,12.4407,2.27693
"28",811.486,11.3146,2.24149
"28",824.611,9.68933,2.20661
"28",837.949,6.86521,2.17229
"28",851.502,-4.7785,2.1385
