atomic_number,energy,f1,f2
"22",22.6237,2.87785,1.72343
"22",22.9897,2.80351,1.70354
"22",23.3615,2.7315,1.68389
"22",23.7394,2.65865,1.66446
"22",24.1233,2.58363,1.64526
"22",24.5135,2.50574,1.62628
"22",24.91,2.4237,1.60751
"22",25.3129,2.33752,1.5871
"22",25.7223,2.24465,1.56026
"22",26.1383,2.13967,1.53387
"22",26.5611,2.02387,1.50793
"22",26.9907,1.89655,1.48243
"22",27.4273,1.7556,1.45736
"22",27.8709,1.59958,1.43271
"22",28.3217,1.42675,1.409
"22",28.7797,1.23438,1.38833
"22",29.2452,1.01964,1.36796
"22",29.7183,0.77687,1.3479
"22",30.1989,0.498063,1.32812
"22",30.6874,0.17083,1.30864
"22",31.1837,-0.227176,1.28944
"22",31.6881,-0.749109,1.27053
"22",32.0289,-1.29137,1.25807
"22",32.4566,-2.00326,1.74955
"22",32.89,-2.44702,2.39063
"22",33.3175,-2.62289,3.11958
"22",33.8564,-2.53127,3.58041
"22",34.404,-2.4487,3.98257
"22",34.9604,-2.78137,4.15024
"22",35.5259,-3.26598,4.37954
"22",36.1005,-3.77984,4.98216
"22",36.6844,-4.23879,5.66771
"22",37.2777,-4.71674,6.45804
"22",37.8807,-5.10633,7.60504
"22",38.4934,-5.31214,8.94882
"22",39.116,-5.21145,10.1261
"22",39.7486,-5.08363,11.4582
"22",40.3915,-4.78742,12.9593
"22",41.0448,-3.58289,14.6466
"22",41.7087,-2.09192,15.5206
"22",42.3833,-0.752391,16.097
"22",43.0688,0.146311,16.6949
"22",43.7654,1.31706,17.315
"22",44.4733,2.52777,17.6464
"22",45.1926,3.66719,17.9318
"22",45.9236,4.81243,18.2218
"22",46.6664,6.12984,18.5165
"22",47.4211,7.49442,18.4909
"22",48.1881,8.81349,18.4654
"22",48.9675,10.3751,18.4399
"22",49.7596,12.0345,17.8046
"22",50.5644,13.5884,16.7626
"22",51.3822,14.8286,15.7816
"22",52.2133,15.7053,14.4915
"22",53.0578,16.3493,13.0599
"22",53.916,16.7801,11.7698
"22",54.788,16.9514,10.4382
"22",55.6742,17.039,9.25736
"22",56.5746,16.9905,8.21006
"22",57.4897,16.7282,6.92755
"22",58.4195,16.062,5.84541
"22",59.3644,15.5128,5.40826
"22",60.3246,15.0276,5.08121
"22",61.3003,14.6303,4.77394
"22",62.2918,14.3962,4.46928
"22",63.2993,14.0865,4.07607
"22",64.3231,13.7613,3.71746
"22",65.3635,13.4364,3.50393
"22",66.4207,13.1153,3.32084
"22",67.495,12.7939,3.14733
"22",68.5867,12.4933,3.06314
"22",69.696,12.2386,2.99445
"22",70.8233,12.0378,2.92729
"22",71.9688,11.8356,2.86163
"22",73.1328,11.6426,2.79745
"22",74.3157,11.4512,2.77929
"22",75.5177,11.2844,2.77917
"22",76.7391,11.1426,2.77906
"22",77.9803,11.0144,2.77894
"22",79.2416,10.8918,2.77882
"22",80.5233,10.7751,2.78337
"22",81.8257,10.6692,2.81617
"22",83.1491,10.5763,2.84935
"22",84.494,10.5026,2.88293
"22",85.8606,10.4412,2.9169
"22",87.2493,10.3902,2.95127
"22",88.6605,10.3504,2.98605
"22",90.0945,10.3264,3.02124
"22",91.5517,10.3034,3.03534
"22",93.0325,10.2827,3.04885
"22",94.5372,10.2636,3.06243
"22",96.0663,10.2443,3.07607
"22",97.6201,10.2275,3.08977
"22",99.199,10.2132,3.10353
"22",100.803,10.2013,3.11735
"22",102.434,10.192,3.13123
"22",104.091,10.1859,3.14517
"22",105.774,10.1817,3.15695
"22",107.485,10.1785,3.16846
"22",109.224,10.1756,3.18001
"22",110.99,10.1741,3.1916
"22",112.785,10.1736,3.20323
"22",114.61,10.174,3.21491
"22",116.463,10.1749,3.22663
"22",118.347,10.1759,3.23839
"22",120.261,10.1759,3.25019
"22",122.206,10.1694,3.26204
"22",124.183,10.1681,3.2906
"22",126.191,10.1737,3.3202
"22",128.232,10.1842,3.35007
"22",130.307,10.1999,3.3802
"22",132.414,10.2206,3.41061
"22",134.556,10.2464,3.44129
"22",136.732,10.2789,3.47225
"22",138.944,10.324,3.49262
"22",141.191,10.3612,3.50281
"22",143.475,10.3955,3.51303
"22",145.795,10.429,3.52327
"22",148.153,10.4627,3.53356
"22",150.55,10.497,3.54387
"22",152.985,10.5324,3.55421
"22",155.459,10.569,3.56458
"22",157.973,10.6089,3.57498
"22",160.529,10.6563,3.58541
"22",163.125,10.7061,3.59587
"22",165.763,10.7567,3.58665
"22",168.444,10.8044,3.5726
"22",171.169,10.8451,3.5586
"22",173.937,10.8827,3.54465
"22",176.751,10.9183,3.53076
"22",179.609,10.9511,3.51693
"22",182.515,10.9819,3.50386
"22",185.467,11.0126,3.49418
"22",188.466,11.0446,3.48453
"22",191.515,11.0808,3.47491
"22",194.612,11.1194,3.46532
"22",197.76,11.1603,3.45575
"22",200.959,11.2082,3.42941
"22",204.209,11.2461,3.39522
"22",207.512,11.2771,3.36137
"22",210.868,11.3042,3.32785
"22",214.279,11.3296,3.29468
"22",217.745,11.3549,3.26183
"22",221.266,11.3769,3.21578
"22",224.845,11.3931,3.17017
"22",228.482,11.3992,3.1252
"22",232.177,11.3961,3.08087
"22",235.933,11.3882,3.03718
"22",239.749,11.3777,3.00642
"22",243.626,11.3673,2.97771
"22",247.567,11.3577,2.94927
"22",251.571,11.3478,2.9211
"22",255.64,11.3381,2.8932
"22",259.775,11.3286,2.86043
"22",263.977,11.3123,2.82426
"22",268.246,11.2916,2.78854
"22",272.585,11.2666,2.75327
"22",276.994,11.2371,2.71845
"22",281.474,11.2034,2.68321
"22",286.026,11.1651,2.64829
"22",290.653,11.1219,2.61382
"22",295.354,11.0736,2.5798
"22",300.131,11.0202,2.54623
"22",304.985,10.9613,2.51308
"22",309.918,10.897,2.48015
"22",314.931,10.8259,2.44688
"22",320.025,10.7475,2.41405
"22",325.201,10.6614,2.38166
"22",330.461,10.5671,2.34971
"22",335.805,10.4638,2.31819
"22",341.237,10.351,2.28709
"22",346.756,10.2284,2.25641
"22",352.365,10.0975,2.22613
"22",358.064,9.94867,2.18373
"22",363.855,9.77937,2.13716
"22",369.74,9.58573,2.09159
"22",375.72,9.36153,2.04699
"22",381.797,9.10532,2.00334
"22",387.973,8.80539,1.96429
"22",394.248,8.47157,1.93874
"22",400.625,8.09059,1.91089
"22",407.104,7.64272,1.88244
"22",413.689,7.10525,1.85443
"22",420.38,6.44314,1.82682
"22",427.179,5.59477,1.79962
"22",434.089,4.43993,1.77282
"22",441.11,2.69019,1.74643
"22",448.244,-0.736873,1.72044
"22",453.7,-18.2714,1.7011
"22",453.9,-18.25,15.6413
"22",455.494,-5.60849,15.5779
"22",462.861,2.11285,15.2909
"22",470.348,4.97994,15.0092
"22",477.955,6.80646,14.7327
"22",485.686,8.15251,14.4612
"22",493.541,9.21552,14.1947
"22",501.524,10.0886,13.9333
"22",509.636,10.8223,13.6767
"22",517.879,11.4461,13.4246
"22",526.255,11.977,13.1769
"22",534.767,12.4251,12.9342
"22",543.416,12.8242,12.6961
"22",552.206,12.8911,12.4623
"22",561.137,12.8719,12.6322
"22",570.213,13.0216,12.9946
"22",579.436,13.722,13.3675
"22",588.808,14.6717,13.3523
"22",598.331,15.3636,13.0965
"22",608.009,15.8267,12.8455
"22",617.843,16.2526,12.5994
"22",627.836,16.6409,12.3573
"22",637.99,17.0025,12.1119
"22",648.309,17.3345,11.8601
"22",658.795,17.6343,11.6063
"22",669.451,17.8817,11.3574
"22",680.279,18.1022,11.139
"22",691.282,18.3224,10.9433
"22",702.463,18.5692,10.754
"22",713.824,18.8143,10.542
"22",725.37,19.0335,10.317
"22",737.102,19.224,10.0969
"22",749.024,19.4031,9.88138
"22",761.139,19.5708,9.67034
"22",773.45,19.7301,9.46305
"22",785.96,19.8803,9.2575
"22",798.672,20.0195,9.05428
"22",811.59,20.1482,8.85554
"22",824.717,20.2691,8.66112
"22",838.056,20.3828,8.47097
"22",851.611,20.4903,8.28427
"22",865.385,20.5915,8.10092
"22",879.382,20.6863,7.92099
"22",893.605,20.7751,7.74498
"22",908.058,20.8592,7.5729
"22",922.746,20.9403,7.40469
"22",937.67,21.0175,7.2351
"22",952.836,21.0881,7.06818
"22",968.248,21.1528,6.90407
"22",983.908,21.2116,6.74378
"22",999.822,21.266,6.58736
"22",1015.99,21.316,6.43471
"22",1032.43,21.3645,6.2868
"22",1049.13,21.4113,6.14009
"22",1066.09,21.4537,5.9945
"22",1083.34,21.4905,5.85239
"22",1100.86,21.5243,5.71366
"22",1118.66,21.5553,5.57824
"22",1136.76,21.5835,5.44597
"22",1155.14,21.6091,5.31687
"22",1173.83,21.6326,5.19086
"22",1192.81,21.654,5.06778
"22",1212.11,21.6736,4.94763
"22",1231.71,21.6918,4.83034
"22",1251.63,21.7093,4.71464
"22",1271.88,21.7252,4.60049
"22",1292.45,21.7385,4.48767
"22",1313.35,21.7485,4.37762
"22",1334.6,21.7569,4.27023
"22",1356.18,21.7637,4.16544
"22",1378.12,21.7689,4.06326
"22",1400.41,21.7729,3.96358
"22",1423.06,21.7758,3.86632
"22",1446.07,21.778,3.77151
"22",1469.46,21.7799,3.67858
"22",1493.23,21.7815,3.58726
"22",1517.38,21.7819,3.49528
"22",1541.93,21.7793,3.40531
"22",1566.86,21.775,3.31769
"22",1592.21,21.7695,3.23231
"22",1617.96,21.7628,3.14912
"22",1644.13,21.7551,3.06806
"22",1670.72,21.7465,2.98917
"22",1697.74,21.7374,2.91228
"22",1725.2,21.7277,2.83726
"22",1753.11,21.7176,2.7633
"22",1781.46,21.7063,2.691
"22",1810.28,21.694,2.62044
"22",1839.56,21.6809,2.55171
"22",1869.31,21.6671,2.48476
"22",1899.54,21.6527,2.41953
"22",1930.27,21.6377,2.35602
"22",1961.49,21.6222,2.29418
"22",1993.21,21.6061,2.23398
"22",2000,21.6027,2.22143
"22",2026,21.5897,2.1751
"22",2052,21.577,2.1293
"22",2079,21.5633,2.08332
"22",2106,21.5495,2.03884
"22",2134,21.5351,1.99426
"22",2161,21.5211,1.95267
"22",2190,21.5059,1.90952
"22",2218,21.4912,1.86921
"22",2247,21.476,1.82888
"22",2277,21.4601,1.78854
"22",2306,21.4448,1.75086
"22",2337,21.4284,1.71192
"22",2367,21.4124,1.67552
"22",2398,21.396,1.63914
"22",2429,21.3795,1.60399
"22",2461,21.3625,1.56893
"22",2493,21.3455,1.53502
"22",2526,21.3279,1.50126
"22",2559,21.3103,1.46865
"22",2592,21.2927,1.43711
"22",2626,21.2746,1.40572
"22",2660,21.2565,1.37541
"22",2695,21.2378,1.34522
"22",2730,21.219,1.31608
"22",2766,21.1997,1.28712
"22",2802,21.1804,1.25912
"22",2839,21.1605,1.23134
"22",2876,21.1405,1.20453
"22",2914,21.1199,1.17788
"22",2952,21.0992,1.15217
"22",2990,21.0783,1.12734
"22",3029,21.0569,1.10269
"22",3069,21.0347,1.07829
"22",3109,21.0123,1.05472
"22",3150,20.9892,1.03136
"22",3191,20.9659,1.00881
"22",3232,20.9422,0.987029
"22",3275,20.9172,0.964954
"22",3317,20.8924,0.944161
"22",3361,20.866,0.923078
"22",3405,20.8391,0.902742
"22",3449,20.8118,0.883098
"22",3494,20.7833,0.863657
"22",3540,20.7536,0.844503
"22",3586,20.7231,0.825983
"22",3633,20.6911,0.807714
"22",3680,20.6582,0.790032
"22",3729,20.6228,0.772257
"22",3777,20.587,0.755473
"22",3827,20.5483,0.738526
"22",3877,20.508,0.722198
"22",3927,20.466,0.70645
"22",3979,20.4202,0.690593
"22",4031,20.372,0.675269
"22",4083,20.321,0.660477
"22",4137,20.2648,0.645682
"22",4191,20.2046,0.631321
"22",4245,20.1399,0.617483
"22",4301,20.0672,0.603661
"22",4357,19.9876,0.590258
"22",4414,19.8981,0.577091
"22",4472,19.796,0.564173
"22",4530,19.68,0.551702
"22",4589,19.5433,0.539415
"22",4649,19.3779,0.52735
"22",4710,19.1704,0.515511
"22",4771,18.9007,0.504077
"22",4834,18.5046,0.492674
"22",4897,17.826,0.481658
"22",4961,15.0049,0.470848
"22",4966.3,10.4892,0.469969
"22",4966.5,10.49,4.03619
"22",5026,17.819,3.96727
"22",5091,18.7095,3.89424
"22",5158,19.2403,3.82074
"22",5225,19.6148,3.749
"22",5294,19.9118,3.67692
"22",5363,20.1521,3.60667
"22",5433,20.356,3.53724
"22",5504,20.5326,3.46858
"22",5576,20.6881,3.40073
"22",5649,20.8265,3.33376
"22",5722,20.9492,3.26852
"22",5797,21.0618,3.20335
"22",5873,21.1643,3.13912
"22",5950,21.2579,3.07577
"22",6027,21.3428,3.01417
"22",6106,21.4219,2.95275
"22",6186,21.495,2.89229
"22",6267,21.5625,2.83284
"22",6349,21.6251,2.77436
"22",6432,21.6832,2.71682
"22",6516,21.7371,2.66032
"22",6601,21.7872,2.60484
"22",6687,21.8339,2.55038
"22",6774,21.8774,2.49687
"22",6863,21.9184,2.44372
"22",6952,21.9561,2.39221
"22",7043,21.9916,2.34116
"22",7135,22.0248,2.29107
"22",7229,22.0559,2.24148
"22",7323,22.0847,2.1934
"22",7419,22.1117,2.14578
"22",7516,22.1368,2.09919
"22",7614,22.1601,2.05355
"22",7713,22.1818,2.00892
"22",7814,22.2021,1.96482
"22",7916,22.221,1.92167
"22",8019,22.2384,1.87954
"22",8124,22.2548,1.83788
"22",8230,22.2698,1.79717
"22",8338,22.2839,1.75702
"22",8447,22.2967,1.71781
"22",8557,22.3085,1.67954
"22",8669,22.3195,1.64186
"22",8782,22.3294,1.60502
"22",8897,22.3386,1.56885
"22",9013,22.347,1.53343
"22",9131,22.3546,1.49866
"22",9250,22.3614,1.46474
"22",9371,22.3676,1.43145
"22",9494,22.3732,1.39861
"22",9618,22.3781,1.36666
"22",9743,22.3824,1.33555
"22",9900.58,22.387,1.29776
"22",10060.7,22.3908,1.26095
"22",10223.4,22.3939,1.22509
"22",10388.8,22.3962,1.19016
"22",10556.8,22.398,1.15615
"22",10727.6,22.3991,1.12303
"22",10901.1,22.3997,1.09079
"22",11077.4,22.3998,1.0594
"22",11256.6,22.3993,1.02885
"22",11438.6,22.3985,0.999118
"22",11623.6,22.3972,0.970181
"22",11811.7,22.3955,0.942025
"22",12002.7,22.3934,0.91463
"22",12196.8,22.3911,0.887979
"22",12394.1,22.3884,0.862055
"22",12594.6,22.3854,0.836839
"22",12798.3,22.3822,0.812316
"22",13005.3,22.3787,0.788467
"22",13215.6,22.375,0.765277
"22",13429.4,22.3711,0.742729
"22",13646.6,22.367,0.720808
"22",13867.3,22.3628,0.699498
"22",14091.6,22.3584,0.678783
"22",14319.5,22.3538,0.658649
"22",14551.1,22.3492,0.639081
"22",14786.5,22.3444,0.620064
"22",15025.6,22.3395,0.601584
"22",15268.7,22.3345,0.583628
"22",15515.6,22.3295,0.566181
"22",15766.6,22.3244,0.549232
"22",16021.6,22.3192,0.532765
"22",16280.7,22.314,0.51677
"22",16544.1,22.3088,0.501233
"22",16811.6,22.3035,0.486143
"22",17083.6,22.2982,0.471486
"22",17359.9,22.2929,0.457253
"22",17640.6,22.2875,0.443431
"22",17926,22.2822,0.430009
"22",18215.9,22.2769,0.416977
"22",18510.5,22.2715,0.404324
"22",18809.9,22.2662,0.392039
"22",19114.2,22.2609,0.380113
"22",19423.3,22.2557,0.368536
"22",19737.5,22.2504,0.357298
"22",20056.7,22.2452,0.34639
"22",20381.1,22.24,0.335802
"22",20710.8,22.2349,0.325526
"22",21045.7,22.2298,0.315553
"22",21386.1,22.2247,0.305875
"22",21732,22.2197,0.296483
"22",22083.5,22.2148,0.28737
"22",22440.7,22.2098,0.278527
"22",22803.7,22.205,0.269947
"22",23172.5,22.2002,0.261622
"22",23547.3,22.1954,0.253545
"22",23928.2,22.1907,0.24571
"22",24315.2,22.186,0.238109
"22",24708.5,22.1815,0.230735
"22",25108.1,22.1769,0.223582
"22",25514.2,22.1725,0.216644
"22",25926.9,22.1681,0.209915
"22",26346.2,22.1637,0.203388
"22",26772.4,22.1594,0.197058
"22",27205.4,22.1552,0.190919
"22",27645.4,22.151,0.184965
"22",28092.6,22.147,0.179191
"22",28546.9,22.1429,0.173592
"22",29008.7,22.139,0.168163
"22",29477.9,22.1352,0.162899
"22",29954.6,22.1294,0.157795
"22",30000,22.1294,0.157321
"38",10,-9999,0.171262
"38",10.1617,-9999,0.174896
"38",10.3261,-9999,0.178608
"38",10.4931,-9999,0.182398
"38",10.6628,-9999,0.186269
"38",10.8353,-9999,0.190614
"38",11.0106,-9999,0.195136
"38",11.1886,-9999,0.199766
"38",11.3696,-9999,0.204505
"38",11.5535,-9999,0.209357
"38",11.7404,-9999,0.214324
"38",11.9303,-9999,0.21941
"38",12.1232,-9999,0.225385
"38",12.3193,-9999,0.231522
"38",12.5186,-9999,0.237827
"38",12.721,-9999,0.244303
"38",12.9268,-9999,0.250955
"38",13.1359,-9999,0.258014
"38",13.3483,-9999,0.266925
"38",13.5642,-9999,0.276144
"38",13.7836,-9999,0.285681
"38",14.0066,-9999,0.295547
"38",14.2331,-9999,0.305755
"38",14.4633,-9999,0.31641
"38",14.6973,-9999,0.329067
"38",14.935,-9999,0.34223
"38",15.1765,-9999,0.35592
"38",15.422,-9999,0.370157
"38",15.6714,-9999,0.384964
"38",15.9249,-9999,0.400363
"38",16.1825,-9999,0.416922
"38",16.4442,-9999,0.434177
"38",16.7102,-9999,0.452147
"38",16.9805,-9999,0.47086
"38",17.2551,-9999,0.490347
"38",17.5342,-9999,0.510641
"38",17.8178,-9999,0.532703
"38",18.106,-9999,0.560547
"38",18.3989,-9999,0.589847
"38",18.6964,-9999,0.620679
"38",18.9988,-9999,0.653122
"38",19.3061,-9999,0.687261
"38",19.6184,-9999,0.723863
"38",19.9357,-9999,0.769653
"38",20.2582,-9999,0.818341
"38",20.5858,-9999,0.870107
"38",20.9188,-9999,0.925148
"38",21.2571,-9999,0.983672
"38",21.6009,-9999,1.06431
"38",21.9503,-9999,1.16788
"38",22.3053,-9999,1.28153
"38",22.6661,-9999,2.58184
"38",23.0327,-9999,5.67161
"38",23.4053,-9999,12.3368
"38",23.7838,-9999,13.4118
"38",24.1685,-9999,14.5585
"38",24.5594,-9999,15.7782
"38",24.9566,-9999,16.8964
"38",25.3603,-9999,17.7614
"38",25.7705,-9999,18.6706
"38",26.1873,-9999,19.2298
"38",26.6109,-9999,19.7747
"38",27.0413,-9999,20.335
"38",27.4786,-9999,20.456
"38",27.9231,-9999,20.3882
"38",28.3747,-9999,20.3207
"38",28.8337,-9999,20.0875
"38",29.3,5.58141,19.7809
"38",29.7739,6.6073,19.479
"38",30.2555,7.63084,19.1817
"38",30.7449,8.7709,18.7445
"38",31.2421,9.69125,18.0643
"38",31.7475,10.4429,17.4087
"38",32.2609,11.0918,16.7769
"38",32.7827,11.6698,16.1681
"38",33.313,12.195,15.5813
"38",33.8518,12.6843,15.0159
"38",34.3993,13.1613,14.4709
"38",34.9557,13.6862,13.9292
"38",35.5211,14.1362,13.1751
"38",36.0956,14.4427,12.4618
"38",36.6794,14.6643,11.7872
"38",37.2727,14.8303,11.1491
"38",37.8755,14.9522,10.5455
"38",38.4882,15.0386,9.97465
"38",39.1107,15.0958,9.43467
"38",39.7432,15.1291,8.92392
"38",40.3861,15.1431,8.44081
"38",41.0393,15.1421,7.98386
"38",41.7031,15.1304,7.55165
"38",42.3776,15.116,7.14284
"38",43.063,15.1154,6.75616
"38",43.7595,15.1207,6.3163
"38",44.4673,15.0583,5.87774
"38",45.1865,14.962,5.46965
"38",45.9174,14.8447,5.08988
"38",46.66,14.7127,4.73648
"38",47.4147,14.5698,4.40762
"38",48.1816,14.4189,4.10159
"38",48.9609,14.2619,3.81682
"38",49.7528,14.1006,3.55181
"38",50.5576,13.9359,3.3052
"38",51.3753,13.7683,3.07572
"38",52.2062,13.5982,2.86507
"38",53.0506,13.4305,2.67044
"38",53.9087,13.2643,2.48903
"38",54.7806,13.0991,2.31994
"38",55.6667,12.935,2.16233
"38",56.567,12.772,2.01544
"38",57.482,12.6102,1.87852
"38",58.4117,12.4493,1.75091
"38",59.3564,12.2889,1.63196
"38",60.3165,12.1294,1.5233
"38",61.2921,11.9724,1.42235
"38",62.2834,11.8166,1.3281
"38",63.2908,11.6612,1.2401
"38",64.3145,11.5054,1.15792
"38",65.3547,11.3472,1.08119
"38",66.4118,11.1805,1.00955
"38",67.4859,11.0136,0.969212
"38",68.5775,10.8617,0.93467
"38",69.6867,10.7174,0.901357
"38",70.8138,10.5746,0.869234
"38",71.9591,10.4313,0.842044
"38",73.123,10.282,0.823873
"38",74.3057,10.1443,0.817443
"38",75.5076,10.0094,0.811064
"38",76.7289,9.87887,0.816739
"38",77.9699,9.75628,0.823115
"38",79.231,9.63849,0.829541
"38",80.5125,9.52258,0.836017
"38",81.8147,9.40891,0.845842
"38",83.138,9.29799,0.855911
"38",84.4827,9.18864,0.866099
"38",85.8491,9.0796,0.876409
"38",87.2377,8.9687,0.887895
"38",88.6487,8.85941,0.903027
"38",90.0825,8.75147,0.918415
"38",91.5395,8.64363,0.934067
"38",93.0201,8.53538,0.949985
"38",94.5246,8.42636,0.966175
"38",96.0535,8.31675,0.982639
"38",97.6071,8.20536,0.997154
"38",99.1858,8.09019,1.01132
"38",100.79,7.97126,1.02569
"38",102.42,7.84816,1.04026
"38",104.077,7.7203,1.05505
"38",105.76,7.58691,1.07004
"38",107.471,7.44686,1.08524
"38",109.209,7.29903,1.1019
"38",110.975,7.14368,1.11954
"38",112.77,6.97897,1.13746
"38",114.594,6.80222,1.15567
"38",116.448,6.60827,1.17417
"38",118.331,6.39577,1.20264
"38",120.245,6.16448,1.23546
"38",122.19,5.91059,1.28442
"38",124.166,5.62348,1.33915
"38",126.175,5.29974,1.44541
"38",128.215,4.90059,1.57652
"38",130.289,4.60439,1.99485
"38",132.397,4.56325,2.21466
"38",134.538,4.37806,2.28553
"38",136.714,4.07743,2.41905
"38",138.925,3.71998,2.57557
"38",141.172,3.34108,2.86818
"38",143.456,2.97861,3.20328
"38",145.776,2.6165,3.62092
"38",148.134,2.32405,4.1255
"38",150.53,2.12973,4.62736
"38",152.964,1.93804,5.13125
"38",155.439,1.77018,5.68999
"38",157.953,1.69456,6.30959
"38",160.507,1.72149,6.83708
"38",163.103,1.72234,7.3391
"38",165.742,1.72733,7.87796
"38",168.422,1.82247,8.4178
"38",171.146,1.89822,8.89448
"38",173.915,1.97473,9.39816
"38",176.727,2.08111,9.93035
"38",179.586,2.27211,10.4927
"38",182.491,2.49029,10.9233
"38",185.442,2.68376,11.3608
"38",188.442,2.87596,11.8157
"38",191.489,3.11275,12.2889
"38",194.587,3.36572,12.6906
"38",197.734,3.60571,13.0968
"38",200.932,3.85244,13.5161
"38",204.182,4.11125,13.9288
"38",207.485,4.38289,14.3528
"38",210.84,4.68302,14.7898
"38",214.251,5.07149,15.24
"38",217.716,5.46285,15.554
"38",221.237,5.8139,15.8709
"38",224.816,6.15796,16.1942
"38",228.452,6.50922,16.5241
"38",232.147,6.89036,16.8511
"38",235.902,7.26412,17.1427
"38",239.717,7.63325,17.4393
"38",243.595,8.0063,17.741
"38",247.535,8.38948,18.048
"38",251.538,8.78673,18.3602
"38",255.607,9.201,18.6789
"38",259.741,9.64337,19.0088
"38",263.942,10.1235,19.3444
"38",268.211,10.6582,19.686
"38",272.549,11.3146,20.0229
"38",276.957,11.9672,20.1598
"38",281.437,12.5906,20.2977
"38",285.989,13.2334,20.4364
"38",290.615,14.0056,20.4847
"38",295.315,14.6405,20.3331
"38",300.092,15.1737,20.1826
"38",304.945,15.6327,20.0332
"38",309.878,16.0272,19.9267
"38",314.89,16.4314,19.8652
"38",319.983,16.8373,19.8038
"38",325.158,17.2385,19.7428
"38",330.418,17.6346,19.6821
"38",335.762,18.0262,19.6215
"38",341.192,18.4138,19.561
"38",346.711,18.7988,19.5008
"38",352.319,19.1826,19.4408
"38",358.017,19.5664,19.3808
"38",363.808,19.9521,19.3209
"38",369.692,20.3424,19.2612
"38",375.672,20.7408,19.2016
"38",381.748,21.1555,19.1424
"38",387.922,21.6053,19.0674
"38",394.197,22.0816,18.9573
"38",400.573,22.5518,18.7584
"38",407.052,22.9583,18.5266
"38",413.635,23.3271,18.2977
"38",420.326,23.6718,18.0717
"38",427.124,23.9986,17.8485
"38",434.032,24.3106,17.6276
"38",441.052,24.6107,17.4097
"38",448.186,24.9071,17.1928
"38",455.435,25.1924,16.9694
"38",462.802,25.4653,16.7419
"38",470.287,25.7235,16.5139
"38",477.894,25.9699,16.2899
"38",485.623,26.2072,16.0682
"38",493.478,26.4361,15.8493
"38",501.459,26.658,15.6334
"38",509.57,26.8746,15.4206
"38",517.812,27.0894,15.2094
"38",526.187,27.3017,14.9961
"38",534.698,27.5082,14.7755
"38",543.346,27.7025,14.5532
"38",552.134,27.8907,14.3345
"38",561.065,28.0731,14.1104
"38",570.139,28.2444,13.8856
"38",579.361,28.4049,13.664
"38",588.732,28.5581,13.4465
"38",598.254,28.7055,13.2328
"38",607.93,28.8485,13.0226
"38",617.763,28.9883,12.8156
"38",627.755,29.1294,12.611
"38",637.908,29.2702,12.3991
"38",648.226,29.4042,12.1753
"38",658.711,29.5167,11.9455
"38",669.365,29.6073,11.7201
"38",680.191,29.68,11.5229
"38",691.193,29.7612,11.3473
"38",702.372,29.8662,11.1775
"38",713.733,29.9787,10.9875
"38",725.277,30.0751,10.7852
"38",737.008,30.1603,10.5865
"38",748.928,30.2386,10.3916
"38",761.042,30.3123,10.2002
"38",773.351,30.3828,10.0109
"38",785.859,30.4496,9.82093
"38",798.57,30.5085,9.63106
"38",811.486,30.561,9.4448
"38",824.611,30.6083,9.26218
"38",837.949,30.6515,9.08311
"38",851.502,30.6907,8.90671
"38",865.274,30.726,8.73301
"38",879.269,30.7571,8.56208
"38",893.491,30.7843,8.39438
"38",907.943,30.8085,8.22998
"38",922.628,30.8312,8.0688
"38",937.551,30.8504,7.90588
"38",952.715,30.8648,7.74494
"38",968.124,30.8736,7.58616
"38",983.783,30.8779,7.43076
"38",999.695,30.8781,7.2786
"38",1015.86,30.8742,7.12964
"38",1032.29,30.8688,6.98536
"38",1048.99,30.8616,6.84129
"38",1065.96,30.849,6.69726
"38",1083.2,30.8313,6.55634
"38",1100.72,30.8094,6.41842
"38",1118.52,30.7835,6.28342
"38",1136.61,30.7536,6.1511
"38",1155,30.7197,6.02166
"38",1173.68,30.6822,5.89509
"38",1192.66,30.6408,5.77091
"38",1211.95,30.5954,5.64946
"38",1231.55,30.547,5.53074
"38",1251.47,30.4951,5.41229
"38",1271.72,30.4385,5.29437
"38",1292.29,30.3746,5.17661
"38",1313.19,30.3037,5.06127
"38",1334.43,30.2258,4.94853
"38",1356.01,30.141,4.83838
"38",1377.94,30.0489,4.7307
"38",1400.23,29.9491,4.62544
"38",1422.88,29.841,4.52258
"38",1445.89,29.7237,4.4219
"38",1469.28,29.5963,4.32351
"38",1493.04,29.4578,4.22743
"38",1517.19,29.3069,4.13383
"38",1541.73,29.1421,4.04241
"38",1566.67,28.9615,3.95307
"38",1592.01,28.7625,3.8658
"38",1617.76,28.5422,3.78045
"38",1643.92,28.2964,3.69695
"38",1670.51,28.0198,3.6152
"38",1697.53,27.7056,3.53527
"38",1724.99,27.3422,3.45713
"38",1752.89,26.9184,3.38438
"38",1781.24,26.4154,3.31443
"38",1810.05,25.8,3.24684
"38",1839.32,25.0138,3.18064
"38",1869.07,23.9363,3.11578
"38",1899.3,22.2438,3.05223
"38",1930.02,18.0503,2.98998
"38",1939.5,5.2801,2.97123
"38",1939.7,5.28403,11.764
"38",1961.24,20.0566,11.4624
"38",1992.96,21.0943,11.0379
"38",2006.7,15.2358,10.8609
"38",2006.9,15.2501,15.132
"38",2025.2,22.8854,14.9479
