atomic_number,mass,abundance,mass_number,mass_uncertainty,is_radioactive,half_life,half_life_unit,spin,g_factor,quadrupole_moment,parity,discovery_year,g_factor_uncertainty,abundance_uncertainty,half_life_uncertainty,quadrupole_moment_uncertainty
"86",219.009478683,,"219",2.254e-06,"1",3.96,sec,5/2,-0.175960004329681,1.14999997615814,"+","1903",0.00047999998787418,,0.01,0.119999997317791
"87",219.009250664,,"219",7.38e-06,"1",22.5,msec,5/2,,-1.19000005722046,"-","1948",,,1.7,0.0199999995529652
"88",219.010084715,,"219",7.315e-06,"1",9,msec,7/2,,,,"1952",,,2,
"89",219.012420425,,"219",5.5263e-05,"1",9.4,usec,9/2,,,"-","1970",,,1,
"90",219.015526432,,"219",6.0611e-05,"1",1.023,usec,9/2,,,"+","1973",,,0.018,
"91",219.019949909,,"219",7.4831e-05,"1",56,nsec,9/2,,,"-","2005",,,9,
"92",219.025009233,,"219",1.4319e-05,"1",60,usec,9/2,,,"+","1993",,,7,
"93",219.031601865,,"219",9.8732e-05,"1",570,usec,9/2,,,"-","2015",,,450,
"82",220.025905,,"220",0.000429,"1",,sec,"0",0,0,"+","2010",0,,,0
"83",220.022501,,"220",0.000322,"1",9.5,sec,"1",,,"-","2010",,,5.7,
"84",220.016386,,"220",1.9e-05,"1",,sec,"0",0,0,"+","1998",0,,,0
"85",220.015433,,"220",1.5e-05,"1",3.71,minute,"3",,,"-","1989",,,0.04,
"86",220.011392443,,"220",1.947e-06,"1",55.6,sec,"0",0,0,"+","1900",0,,0.1,0
"87",220.012326789,,"220",4.324e-06,"1",27.4,sec,"1",-0.660000026226044,0.486999988555908,"+","1948",0.00999999977648258,,0.3,0.00800000037997961
"88",220.011027542,,"220",8.153e-06,"1",18.1,msec,"0",0,0,"+","1949",0,,1.2,0
"89",220.014754527,,"220",6.579e-06,"1",26.36,msec,"3",,,"-","1970",,,0.19,
"90",220.015769866,,"220",1.4693e-05,"1",10.2,usec,"0",0,0,"+","1973",0,,0.3,0
"91",220.021769753,,"220",1.5732e-05,"1",0.85,usec,"1",,,"-","2005",,,0.06,
"92",220.024706,,"220",0.000108,"1",,nsec,"0",0,0,"+",,0,,,0
"93",220.03271628,,"220",3.2977e-05,"1",29,nsec,"1",,,"-","2019",,,11,
"83",221.02598,,"221",0.000322,"1",,sec,9/2,,,"-","2009",,,,
"84",221.021228,,"221",2.1e-05,"1",2.2,minute,9/2,,,"+","2010",,,0.7,
"85",221.018017,,"221",1.5e-05,"1",2.3,minute,3/2,,,"-","1989",,,0.2,
"86",221.015535637,,"221",6.134e-06,"1",25.7,minute,7/2,-0.00574285676702857,-0.469999998807907,"+","1956",0.000171428560861386,,0.5,0.0499999970197678
"87",221.014253714,,"221",5.245e-06,"1",4.801,minute,5/2,0.628000020980835,-1.01999998092651,"-","1947",0.00799999944865704,,0.005,0.0299999993294477
"88",221.013917293,,"221",4.97e-06,"1",25,sec,5/2,-0.071600005030632,1.91999995708466,"-","1949",0.000679999939166009,,4,0.0599999986588955
"89",221.015599721,,"221",6.1086e-05,"1",52,msec,9/2,,,"-","1968",,,2,
"90",221.018185757,,"221",8.582e-06,"1",1.75,msec,7/2,,,"+","1970",,,0.02,
"91",221.021873393,,"221",6.3746e-05,"1",5.9,usec,9/2,,,"-","1983",,,1.7,
"92",221.026323297,,"221",7.744e-05,"1",660,nsec,9/2,,,"+","2015",,,140,
"93",221.03211,,"221",0.000215,"1",,nsec,9/2,,,"-",,,,,
"94",221.038572,,"221",0.000322,"1",,usec,9/2,,,"+",,,,,
"83",222.031079,,"222",0.000322,"1",,sec,"1",,,"-","2009",,,,
"84",222.02414,,"222",4.3e-05,"1",9.1,minute,"0",0,0,"+","2010",0,,7.2,0
"85",222.022494,,"222",1.7e-05,"1",54,sec,,,,,"1989",,,10,
"86",222.017576017,,"222",2.086e-06,"1",3.8215,day,"0",0,0,"+","1899",0,,0.0002,0
"87",222.017582615,,"222",8e-06,"1",14.2,minute,"2",0.314999997615814,0.509999990463257,"-","1975",0.00499999988824129,,0.3,0.0399999991059303
"88",222.015373371,,"222",4.781e-06,"1",33.6,sec,"0",0,0,"+","1948",0,,0.4,0
"89",222.017844232,,"222",5.044e-06,"1",5,sec,"1",,,"-","1949",,,0.5,
"90",222.01846822,,"222",1.0966e-05,"1",2.24,msec,"0",0,0,"+","1970",0,,0.03,0
"91",222.023687064,,"222",9.2975e-05,"1",3.8,msec,"1",,,"-","1970",,,0.2,
"92",222.026057957,,"222",5.5817e-05,"1",4.7,usec,"0",0,0,"+","1983",0,,0.7,0
"93",222.033574706,,"222",4.0849e-05,"1",480,nsec,"1",,,"-","2020",,,190,
"94",222.037638,,"222",0.000322,"1",,usec,"0",0,0,"+",,0,,,0
"83",223.034611,,"223",0.000429,"1",,sec,9/2,,,"-","2009",,,,
"84",223.02907,,"223",0.00021,"1",,sec,11/2,,,"+","2010",,,,
"85",223.025151,,"223",1.5e-05,"1",50,sec,3/2,,,"-","1989",,,7,
"86",223.021889283,,"223",8.397e-06,"1",24.3,minute,7/2,-0.220571428537369,0.800000011920929,,"1964",0.00228571449406445,,0.4,0.0799999982118607
"87",223.019734241,,"223",2.073e-06,"1",22,minute,3/2,0.773333311080933,1.17999994754791,,"1939",0.00666666636243463,,0.07,0.0199999995529652
"88",223.018500648,,"223",2.243e-06,"1",11.4352,day,3/2,0.179466664791107,1.22000002861023,"+","1905",0.000533333339262754,,0.001,0.0299999993294477
"89",223.019135982,,"223",7.457e-06,"1",2.1,minute,5/2,,,"-","1948",,,0.05,
"90",223.020811083,,"223",8.527e-06,"1",600,msec,5/2,,,,"1952",,,20,
"91",223.023980414,,"223",8.1193e-05,"1",5.3,msec,9/2,,,"-","1970",,,0.3,
"92",223.027960754,,"223",6.3396e-05,"1",65,usec,7/2,,,"+","1991",,,12,
"93",223.03291334,,"223",8.8956e-05,"1",2.5,usec,9/2,,,"-","2017",,,0.8,
"94",223.038777,,"223",0.000322,"1",,usec,9/2,,,"+",,,,,
"95",223.04584,,"223",0.000322,"1",10,msec,9/2,,,"-","2015",,,9,
"83",224.039796,,"224",0.000429,"1",,sec,"1",,,"-","2010",,,,
"84",224.03211,,"224",0.00021,"1",,minute,"0",0,0,"+","2010",0,,,0
"85",224.029749,,"224",2.4e-05,"1",2.5,minute,"2",,,"+","2010",,,1.5,
"86",224.024095803,,"224",1.0536e-05,"1",107,minute,"0",0,0,"+","1964",0,,3,0
"87",224.023348096,,"224",1.2e-05,"1",3.33,minute,"1",0.400000005960464,0.523000001907349,,"1969",0.00999999977648258,,0.1,0.00900000054389238
"88",224.020210361,,"224",1.944e-06,"1",3.6316,day,"0",0,0,"+","1902",0,,0.0014,0
"89",224.021722249,,"224",4.389e-06,"1",2.78,hour,"0",0,0,"-","1948",0,,0.16,0
"90",224.021466137,,"224",1.031e-05,"1",1.04,sec,"0",0,0,"+","1949",0,,0.02,0
"91",224.025617286,,"224",8.145e-06,"1",844,msec,"5",,,"-","1958",,,19,
"92",224.027635913,,"224",1.6383e-05,"1",396,usec,"0",0,0,"+","1991",0,,17,0
"93",224.03438803,,"224",3.1052e-05,"1",48,usec,"2",,,"-","2018",,,19,
"94",224.037875,,"224",0.000322,"1",,usec,"0",0,0,"+",,0,,,0
"95",224.046442,,"224",0.000429,"1",,msec,,,,,,,,,
"84",225.037123,,"225",0.000322,"1",,sec,3/2,,,"+","2010",,,,
"85",225.032528,,"225",0.000322,"1",,sec,1/2,,0,"+","2010",,,,0
"86",225.028485572,,"225",1.1958e-05,"1",4.66,minute,7/2,-0.197999998927116,0.839999973773956,"-","1969",0.00228571449406445,,0.04,0.0799999982118607
"87",225.025572466,,"225",1.2847e-05,"1",3.95,minute,3/2,0.706666648387909,1.33000004291534,"-","1969",0.00666666636243463,,0.14,0.0199999995529652
"88",225.023610502,,"225",2.786e-06,"1",14.82,day,1/2,-1.46000003814697,0,"-","1947",0.00400000018998981,,0.19,0
"89",225.023228601,,"225",5.107e-06,"1",9.919,day,3/2,,,"-","1947",,,0.0021,
"90",225.023950975,,"225",5.467e-06,"1",8.75,minute,3/2,,,"+","1949",,,0.04,
"91",225.026147927,,"225",8.7887e-05,"1",1.71,sec,5/2,,,"-","1958",,,0.1,
"92",225.02938505,,"225",1.0664e-05,"1",62,msec,5/2,,,"+","1989",,,4,
"93",225.033943422,,"225",9.8355e-05,"1",6.5,msec,9/2,,,"-","1994",,,3.5,
"94",225.03897,,"225",0.000322,"1",,usec,7/2,,,"+",,,,,
"95",225.045508,,"225",0.000429,"1",,usec,9/2,,,"-",,,,,
"84",226.04031,,"226",0.00043,"1",,minute,"0",0,0,"+","2010",0,,,0
"85",226.037209,,"226",0.000322,"1",,minute,"2",,,"+","2010",,,,
"86",226.03086138,,"226",1.1247e-05,"1",7.4,minute,"0",0,0,"+","1969",0,,0.1,0
"87",226.029544512,,"226",6.688e-06,"1",48.5,sec,"1",0.0711999982595444,-1.37000000476837,,"1969",0.00139999995008111,,0.7,0.0299999993294477
"88",226.025408186,,"226",2.068e-06,"1",1.6,kyear,"0",0,0,"+","1898",0,,0.007,0
"89",226.026096999,,"226",3.327e-06,"1",29.37,hour,"1",,,"-","1950",,,0.12,
"90",226.024903699,,"226",4.81e-06,"1",30.7,minute,"0",0,0,"+","1948",0,,0.03,0
"91",226.027948217,,"226",1.2037e-05,"1",1.8,minute,"1",,,"-","1949",,,0.2,
"92",226.029338669,,"226",1.1884e-05,"1",269,msec,"0",0,0,"+","1973",0,,6,0
"93",226.035230364,,"226",0.000109568,"1",35,msec,,,,,"1990",,,10,
"94",226.03825,,"226",0.000215,"1",,msec,"0",0,0,"+",,0,,,0
"95",226.04613,,"226",0.000322,"1",,usec,,,,,,,,,
"84",227.04539,,"227",0.00043,"1",,sec,5/2,,,"+","2010",,,,
"85",227.040183,,"227",0.000322,"1",,sec,1/2,,0,"+","2010",,,,0
"86",227.035304393,,"227",1.5127e-05,"1",20.2,sec,3/2,,,"+","1986",,,0.4,
"87",227.031865413,,"227",6.332e-06,"1",2.47,minute,1/2,2.98000001907349,0,"+","1972",0.0399999991059303,,0.03,0
"88",227.029176205,,"227",2.089e-06,"1",42.2,minute,3/2,-0.267333328723907,1.52999997138977,"+","1953",0.000733333348762244,,0.5,0.0599999986588955
"89",227.027750594,,"227",2.068e-06,"1",21.772,year,3/2,0.733333349227905,1.74000000953674,"-","1851",0.0666666701436043,,0.003,0.0999999940395355
"90",227.027702546,,"227",2.241e-06,"1",18.693,day,1/2,,0,"+","1906",,,0.004,0
"91",227.028803586,,"227",7.797e-06,"1",38.3,minute,5/2,,,"-","1948",,,0.3,
"92",227.031181124,,"227",9.136e-06,"1",1.1,minute,3/2,,,"+","1952",,,0.1,
"93",227.034975012,,"227",8.2651e-05,"1",510,msec,5/2,,,"+","1990",,,60,
"94",227.039474,,"227",0.000107,"1",,sec,5/2,,,"+",,,,,
"95",227.045282,,"227",0.000215,"1",,msec,9/2,,,"-",,,,,
"85",228.04496,,"228",0.000429,"1",,minute,"3",,,"+","2010",,,,
"86",228.037835415,,"228",1.8977e-05,"1",65,sec,"0",0,0,"+","1989",0,,2,0
"87",228.035839433,,"228",7.226e-06,"1",38,sec,"2",-0.379999995231628,2.41000008583069,"-","1972",0.00499999988824129,,1,0.0599999986588955
"88",228.031068574,,"228",2.141e-06,"1",5.75,year,"0",0,0,"+","1907",0,,0.03,0
"89",228.031019685,,"228",2.247e-06,"1",6.15,hour,"3",,,"+","1908",,,0.02,
"90",228.028739741,,"228",1.938e-06,"1",1.9125,year,"0",0,0,"+","1905",0,,0.0007,0
"91",228.031050758,,"228",4.659e-06,"1",22,hour,"3",1.16666662693024,,"+","1948",0.16666667163372,,1,
"92",228.031368959,,"228",1.4465e-05,"1",9.1,minute,"0",0,0,"+","1949",0,,0.2,0
"93",228.036313,,"228",0.000108,"1",61.4,sec,"4",,,"+","1994",,,1.4,
"94",228.038763325,,"228",2.5069e-05,"1",2.1,sec,"0",0,0,"+","1994",0,,1.3,0
"95",228.046001,,"228",0.000215,"1",,msec,,,,,,,,,
"85",229.048191,,"229",0.000429,"1",,sec,1/2,,0,"+","2010",,,,0
"86",229.042257272,,"229",1.4e-05,"1",11.9,sec,5/2,,,"+","2009",,,1.3,
"87",229.038291443,,"229",5.368e-06,"1",50.2,sec,1/2,,0,"+","1975",,,0.4,0
"88",229.034956703,,"229",1.6576e-05,"1",4,minute,5/2,0.199680000543594,2.99000000953674,,"1975",0.00055999995674938,,0.2,0.119999997317791
"89",229.032947,,"229",1.3e-05,"1",62.7,minute,3/2,,,"+","1952",,,0.5,
"90",229.031761357,,"229",2.581e-06,"1",7.916,kyear,5/2,0.184000000357628,3.10999989509583,"+","1947",0.0159999988973141,,0.017,0.0599999986588955
"91",229.032095585,,"229",3.521e-06,"1",1.55,day,5/2,,,"+","1949",,,0.04,
"92",229.033505976,,"229",6.374e-06,"1",57.8,minute,3/2,,,"+","1949",,,0.5,
"93",229.036287269,,"229",0.000108618,"1",4,minute,5/2,,,"+","1968",,,0.18,
"94",229.040145099,,"229",6.5092e-05,"1",91,sec,3/2,,,"+","1994",,,26,
"95",229.045282534,,"229",0.000114169,"1",1.8,sec,5/2,,,"-","2015",,,1.5,
"86",230.045271,,"230",0.000215,"1",,sec,"0",0,0,"+","2010",0,,,0
"87",230.042390787,,"230",7.022e-06,"1",19.1,sec,"2",,,"+","1987",,,0.5,
"88",230.037054776,,"230",1.1053e-05,"1",93,minute,"0",0,0,"+","1978",0,,2,0
"89",230.036327,,"230",1.7e-05,"1",122,sec,"1",,,"+","1973",,,3,
"90",230.033132267,0.02,"230",1.297e-06,"1",75.4,kyear,"0",0,0,"+","1907",0,0.02,0.3,0
"91",230.034539717,,"230",3.261e-06,"1",17.4,day,"2",1,,"-","1948",0.100000001490116,,0.5,
"92",230.033940114,,"230",4.841e-06,"1",20.23,day,"0",0,0,"+","1948",0,,0.02,0
"93",230.03782806,,"230",5.9051e-05,"1",4.6,minute,"4",,,"+","1968",,,0.3,
"94",230.039648313,,"230",1.5514e-05,"1",105,sec,"0",0,0,"+","1990",0,,10,0
"95",230.046025,,"230",0.000153,"1",40,sec,"1",,,"-","2003",,,9,
"86",231.049973,,"231",0.000322,"1",,sec,1/2,,0,"+","2010",,,,0
"87",231.045175353,,"231",8.3e-06,"1",17.6,sec,1/2,,0,"+","1985",,,0.6,0
"88",231.041027085,,"231",1.2206e-05,"1",104,sec,5/2,-0.142159998416901,,"+","1983",0.00044000000343658,,1,
"89",231.038393,,"231",1.4e-05,"1",7.5,minute,1/2,,0,"+","1973",,,0.1,0
"90",231.036302764,,"231",1.306e-06,"1",25.52,hour,5/2,,,"+","1911",,,0.01,
"91",231.0358825,100,"231",1.901e-06,"1",32.65,kyear,3/2,1.32666671276093,-1.72000002861023,"-","1918",0.0133333327248693,0,0.2,0.0499999970197678
"92",231.03629218,,"231",2.866e-06,"1",4.2,day,5/2,,,"+","1949",,,0.1,
"93",231.038243598,,"231",5.4916e-05,"1",48.8,minute,5/2,,,"+","1950",,,0.2,
"94",231.041125946,,"231",2.3683e-05,"1",8.6,minute,3/2,,,"+","1999",,,0.5,
"95",231.045529,,"231",0.000322,"1",,minute,5/2,,,"-",,,,,
"96",231.050746,,"231",0.000322,"1",,sec,3/2,,,"+",,,,,
"87",232.049461219,,"232",1.5e-05,"1",5.5,sec,"5",,,,"1990",,,0.6,
"88",232.043475267,,"232",9.823e-06,"1",4,minute,"0",0,0,"+","1983",0,,0.3,0
"89",232.042034,,"232",1.4e-05,"1",1.98,minute,"1",,,"+","1986",,,0.08,
"90",232.038053606,99.98,"232",1.525e-06,"1",14,Gyear,"0",0,0,"+","1898",0,0.02,0.1,0
"91",232.038590205,,"232",8.206e-06,"1",1.32,day,"2",,,"-","1949",,,0.02,
"92",232.037154765,,"232",1.941e-06,"1",68.9,year,"0",0,0,"+","1949",0,,0.4,0
"93",232.040107,,"232",0.000107,"1",14.7,minute,"5",,,"-","1950",,,0.3,
"94",232.041182133,,"232",1.8126e-05,"1",33.7,minute,"0",0,0,"+","1973",0,,0.5,0
"95",232.046613,,"232",0.000322,"1",1.31,minute,"1",,,"-","1967",,,0.04,
"96",232.04974,,"232",0.000216,"1",,sec,"0",0,0,"+",,0,,,0
"87",233.052517833,,"233",2.1e-05,"1",900,msec,1/2,,0,"+","2010",,,100,0
"88",233.04759457,,"233",9.235e-06,"1",30,sec,1/2,,0,"+","1990",,,5,0
"89",233.044346,,"233",1.4e-05,"1",143,sec,1/2,,0,"+","1983",,,10,0
"90",233.041580126,,"233",1.528e-06,"1",21.83,minute,1/2,,0,"+","1935",,,0.04,0
"91",233.040246535,,"233",1.433e-06,"1",26.975,day,3/2,2.66666674613953,-3,"-","1938",0.466666668653488,,0.013,0.400000005960464
"92",233.039634294,,"233",2.42e-06,"1",159.19,kyear,5/2,-0.23599998652935,3.66300010681152,"+","1947",0.0199999995529652,,0.15,0.00800000037997961
"93",233.040739421,,"233",5.4729e-05,"1",36.2,minute,5/2,,,"+","1950",,,0.1,
"94",233.042997411,,"233",5.8162e-05,"1",20.9,minute,5/2,,,"+","1957",,,0.4,
"95",233.046468,,"233",0.000123,"1",3.2,minute,5/2,,,"-","2000",,,0.8,
"96",233.050771485,,"233",8.7059e-05,"1",27,sec,3/2,,,"+","2001",,,10,
"97",233.056652,,"233",0.00025,"1",40,sec,3/2,,,"-","2015",,,30,
"88",234.0503821,,"234",9e-06,"1",30,sec,"0",0,0,"+","1990",0,,10,0
"89",234.048139,,"234",1.5e-05,"1",45,sec,"1",,,"+","1986",,,2,
"90",234.043599801,,"234",2.779e-06,"1",24.107,day,"0",0,0,"+","1900",0,,0.024,0
"91",234.043305555,,"234",4.395e-06,"1",6.7,hour,"4",,,"+","1913",,,0.05,
"92",234.040950296,0.0054,"234",1.212e-06,"1",245.5,kyear,"0",0,0,"+","1912",0,0.0005,0.6,0
"93",234.042893245,,"234",9.014e-06,"1",4.4,day,"0",0,0,"+","1949",0,,0.1,0
"94",234.043317489,,"234",7.298e-06,"1",8.8,hour,"0",0,0,"+","1949",0,,0.1,0
"95",234.047731,,"234",0.000172,"1",2.32,minute,"0",0,0,"-","1967",0,,0.08,0
"96",234.050158568,,"234",1.8333e-05,"1",52,sec,"0",0,0,"+","2001",0,,9,0
"97",234.057322,,"234",0.000164,"1",20,sec,"3",,,"-","2003",,,5,
"88",235.05489,,"235",0.000322,"1",,sec,5/2,,,"+",,,,,
"89",235.05084,,"235",1.5e-05,"1",62,sec,1/2,,0,"+","2006",,,4,0
"90",235.047255,,"235",1.4e-05,"1",7.2,minute,1/2,,0,"+","1969",,,0.1,0
"91",235.045399,,"235",1.5e-05,"1",24.4,minute,3/2,,,"-","1950",,,0.2,
"92",235.043928117,0.7204,"235",1.198e-06,"1",704,Myear,7/2,-0.108571425080299,4.93599987030029,"-","1935",0.00857142824679613,0.0006,1,0.00600000005215406
"93",235.044061518,,"235",1.49e-06,"1",396.1,day,5/2,,,"+","1949",,,1.2,
"94",235.045284609,,"235",2.203e-05,"1",25.3,minute,5/2,,,"+","1957",,,0.5,
"95",235.047906478,,"235",5.6661e-05,"1",10.3,minute,5/2,,,"-","1996",,,0.6,
"96",235.051545,,"235",0.00011,"1",7,minute,5/2,,,"+","1981",,,3,
"97",235.056651,,"235",0.00043,"1",,minute,3/2,,,"-",,,,,
"89",236.054988,,"236",4.1e-05,"1",4.5,minute,"3",,,"+","2010",,,3.6,
"90",236.049657,,"236",1.5e-05,"1",37.3,minute,"0",0,0,"+","1973",0,,1.5,0
"91",236.048668,,"236",1.5e-05,"1",9.1,minute,"1",,,,"1963",,,0.1,
"92",236.04556613,,"236",1.193e-06,"1",23.42,Myear,"0",0,0,"+","1951",0,,0.04,0
"93",236.046568296,,"236",5.4129e-05,"1",153,kyear,"6",,,"-","1949",,,5,
"94",236.046056661,,"236",1.942e-06,"1",2.858,year,"0",0,0,"+","1949",0,,0.008,0
"95",236.049427,,"236",0.000127,"1",3.6,minute,"5",,,"-","1998",,,0.1,
"96",236.051372112,,"236",1.8931e-05,"1",6.8,minute,"0",0,0,"+","2010",0,,0.8,0
"97",236.057479,,"236",0.000387,"1",26,sec,"4",,,"+","2017",,,10,
"89",237.057993,,"237",0.000429,"1",,sec,1/2,,0,"+",,,,,0
"90",237.053629,,"237",1.7e-05,"1",4.8,minute,5/2,,,"+","1993",,,0.5,
"91",237.051023,,"237",1.4e-05,"1",8.7,minute,1/2,,0,"+","1954",,,0.2,0
"92",237.048728309,,"237",1.29e-06,"1",6.752,day,1/2,,0,"+","1940",,,0.002,0
"93",237.04817164,,"237",1.201e-06,"1",2.144,Myear,5/2,1.26400005817413,3.88599991798401,"+","1948",0.0399999991059303,,0.007,0.00600000005215406
"94",237.048407888,,"237",1.821e-06,"1",45.64,day,7/2,,,"-","1949",,,0.04,
"95",237.049995,,"237",6.4e-05,"1",73.6,minute,5/2,,,"-","1970",,,0.8,
"96",237.052868988,,"237",7.987e-05,"1",,minute,5/2,,,"+","2002",,,,
"97",237.057123,,"237",0.000247,"1",,minute,3/2,,,"-",,,,,
"98",237.062199272,,"237",0.000104506,"1",0.8,sec,5/2,,,"+","1995",,,0.2,
"90",238.056388,,"238",0.000304,"1",9.4,minute,"0",0,0,"+","1999",0,,2,0
"91",238.054637,,"238",1.7e-05,"1",2.28,minute,"3",,,"-","1968",,,0.09,
"92",238.050786936,99.2742,"238",1.601e-06,"1",4.463,Gyear,"0",0,0,"+","1896",0,0.001,0.003,0
"93",238.050944603,,"238",1.22e-06,"1",2.099,day,"2",,,"+","1949",,,0.002,
"94",238.049558175,,"238",1.221e-06,"1",87.7,year,"0",0,0,"+","1949",0,,0.1,0
"95",238.051982531,,"238",6.3243e-05,"1",98,minute,"1",,,"+","1950",,,3,
"96",238.053081606,,"238",1.3133e-05,"1",2.2,hour,"0",0,0,"+","1994",0,,0.4,0
"97",238.058204,,"238",0.000275,"1",2.4,minute,"1",,,,"1994",,,0.08,
"98",238.06149,,"238",0.00032,"1",21.1,msec,"0",0,0,"+","1995",0,,1.3,0
"90",239.060655,,"239",0.000429,"1",,minute,7/2,,,"+",,,,,
"91",239.05726,,"239",0.00021,"1",1.8,hour,1/2,,0,"+","1995",,,0.5,0
"92",239.054291989,,"239",1.612e-06,"1",23.45,minute,5/2,,,"+","1937",,,0.02,
"93",239.052937538,,"239",1.406e-06,"1",2.356,day,5/2,,,"+","1940",,,0.003,
"94",239.052161596,,"239",1.194e-06,"1",24.11,kyear,1/2,0.404000014066696,0,"+","1946",0.00800000037997961,,0.03,0
"95",239.053022729,,"239",2.127e-06,"1",11.9,hour,5/2,,,"-","1949",,,0.1,
"96",239.054908519,,"239",0.000161107,"1",2.5,hour,7/2,,,"-","1952",,,0.4,
"97",239.058239,,"239",0.000222,"1",,sec,7/2,,,"+","1989",,,,
"98",239.062482,,"239",0.000129,"1",28,sec,5/2,,,"+","1981",,,2,
"99",239.06831,,"239",0.000322,"1",,sec,3/2,,,"-",,,,,
"91",240.061203,,"240",0.000215,"1",,sec,"3",,,"+",,,,,
"92",240.056592411,,"240",2.74e-06,"1",14.1,hour,"0",0,0,"+","1953",0,,0.1,0
"93",240.056163778,,"240",1.8284e-05,"1",61.9,minute,"5",,,"+","1953",,,0.2,
"94",240.05381174,,"240",1.186e-06,"1",6.561,kyear,"0",0,0,"+","1949",0,,0.007,0
"95",240.055298374,,"240",1.4849e-05,"1",50.8,hour,"3",,,"-","1949",,,0.3,
"96",240.055528233,,"240",2.045e-06,"1",30.4,day,"0",0,0,"+","1949",0,,3.7,0
"97",240.059758,,"240",0.000161,"1",4.8,minute,"7",,,"-","1980",,,0.8,
"98",240.062253447,,"240",1.936e-05,"1",40.3,sec,"0",0,0,"+","1970",0,,0.9,0
"99",240.068949,,"240",0.000393,"1",6,sec,"4",,,"-","2017",,,1.7,
"91",241.064134,,"241",0.000322,"1",,minute,1/2,,0,"+",,,,,0
"92",241.06033,,"241",0.00021,"1",,minute,7/2,,,"+",,,,,
"93",241.058309671,,"241",0.00010736,"1",13.9,minute,5/2,,,"+","1959",,,0.2,
"94",241.056849651,,"241",1.186e-06,"1",14.329,year,5/2,-0.271200001239777,6,"+","1949",0.00560000026598573,,0.029,
"95",241.056827343,,"241",1.195e-06,"1",432.6,year,5/2,0.639999985694885,4.34000015258789,"-","1949",0.00399999972432852,,0.6,0.0499999970197678
"96",241.057651218,,"241",1.725e-06,"1",32.8,day,1/2,,0,"+","1952",,,0.2,0
"97",241.060098,,"241",0.000178,"1",4.6,minute,7/2,,,"+","2003",,,0.4,
"98",241.06369,,"241",0.00018,"1",2.35,minute,7/2,,,"-","1970",,,0.18,
"99",241.068592,,"241",0.000248,"1",5.1,sec,3/2,,,"-","1996",,,0.8,
"100",241.074311,,"241",0.000322,"1",730,usec,5/2,,,"+","2008",,,60,
"92",242.062931,,"242",0.000215,"1",16.8,minute,"0",0,0,"+","1979",0,,0.5,0
"93",242.061639548,,"242",0.000214712,"1",2.2,minute,"1",,,"+","1979",,,0.2,
"94",242.058740979,,"242",1.336e-06,"1",375,kyear,"0",0,0,"+","1950",0,,2,0
"95",242.059547358,,"242",1.199e-06,"1",16.02,hour,"1",0.385399997234344,-2.40000009536743,"-","1949",0.00169999990612268,,0.02,0.400000005960464
"96",242.058834187,,"242",1.224e-06,"1",162.8,day,"0",0,0,"+","1949",0,,0.2,0
"97",242.061999,,"242",0.000144,"1",7,minute,"3",,,"+","1972",,,1.3,
"98",242.063754544,,"242",1.384e-05,"1",3.49,minute,"0",0,0,"+","1967",0,,0.15,0
"99",242.069567,,"242",0.000276,"1",17.8,sec,"2",,,"+","1994",,,1.6,
"100",242.07343,,"242",0.00043,"1",800,usec,"0",0,0,"+","1975",0,,200,0
"92",243.067075,,"243",0.000322,"1",,minute,9/2,,,"-",,,,,
"93",243.064204,,"243",3.4e-05,"1",1.85,minute,5/2,,,"+","1979",,,0.15,
"94",243.062002068,,"243",2.728e-06,"1",4.9553,hour,7/2,,,"+","1951",,,0.0025,
"95",243.061379889,,"243",1.49e-06,"1",7.35,kyear,5/2,0.607999980449677,4.32000017166138,"-","1950",0.00399999972432852,,0.009,0.0599999986588955
"96",243.061387329,,"243",1.605e-06,"1",29.1,year,5/2,0.159999996423721,,"+","1950",0.0319999977946281,,0.1,
"97",243.063005905,,"243",4.856e-06,"1",4.6,hour,3/2,,,"-","1950",,,0.2,
"98",243.065475,,"243",0.000194,"1",10.8,minute,1/2,,0,"+","1967",,,0.3,0
"99",243.069508,,"243",0.000222,"1",22.1,sec,7/2,,,"+","1973",,,1.4,
"100",243.074414,,"243",0.00014,"1",231,msec,7/2,,,"-","1981",,,9,
"93",244.067891,,"244",0.000107,"1",2.29,minute,"7",,,"-","1987",,,0.16,
"94",244.064204401,,"244",2.518e-06,"1",81.3,Myear,"0",0,0,"+","1954",0,,0.3,0
"95",244.064282892,,"244",1.6e-06,"1",10.01,hour,"6",,,"-","1950",,,0.03,
"96",244.062750622,,"244",1.187e-06,"1",18.11,year,"0",0,0,"+","1950",0,,0.03,0
"97",244.065178969,,"244",1.5457e-05,"1",5.02,hour,"4",,,"-","1972",,,0.03,
"98",244.065999447,,"244",2.809e-06,"1",19.5,minute,"0",0,0,"+","1956",0,,0.5,0
"99",244.070881,,"244",0.000195,"1",37,sec,"6",,,"+","1973",,,4,
"100",244.074036,,"244",0.000216,"1",3.12,msec,"0",0,0,"+","1967",0,,0.08,0
"101",244.081157,,"244",0.000402,"1",0.36,sec,"3",,,"+","2020",,,0.14,
"93",245.070693,,"245",0.000215,"1",,minute,5/2,,,"+",,,,,
"94",245.067824554,,"245",1.4621e-05,"1",10.5,hour,9/2,,,"-","1955",,,0.1,
