isotope_id,mode,relation,intensity,is_allowed_not_observed,is_observed_intensity_unknown
"3255",A,=,35.3,,
"3256",B+,=,51,,
"3256",A,=,49,,
"3257",A,~,100,,
"3257",B+,<,7,,
"3257",SF,<,0.3,,
"3258",A,~,100,,
"3258",B+, ,,"1",
"3259",B-,=,100,,
"3260",B-,=,100,,
"3261",A,=,99.97385,,
"3261",SF,=,0.02615,,
"3262",B+,~,100,,
"3262",A, ,,"1",
"3263",A,=,100,,
"3263",SF,=,2.4,,
"3263",EC, ,,"1",
"3264",B+,=,90.1,,
"3264",A,=,9.9,,
"3264",B+SF,~,0.003,,
"3265",A,=,93.2,,
"3265",SF,=,6.8,,
"3265",EC,<,1.3,,
"3266",A,=,100,,
"3267",B-,=,100,,
"3268",B-,=,100,,
"3269",A,=,100,,
"3270",A,~,100,,
"3270",SF, ,,"1",
"3271",EC,=,99.965,,
"3271",A,=,0.035,,
"3272",B+,~,93,,
"3272",A,~,7,,
"3272",SF, ,,"1",
"3273",A,~,64,,
"3273",B+, ,,"1",
"3274",A,~,100,,
"3274",SF,<,0.1,,
"3275",B-, ,,"1",
"3276",A,=,91.61,,
"3276",SF,=,8.39,,
"3276",2B-, ,,"1",
"3277",A, ,,"1",
"3277",EC, ,,"1",
"3278",A,~,100,,
"3278",SF,=,0.0029,,
"3279",B+,~,100,,
"3279",A,~,0.25,,
"3279",B+SF,=,3.5,,
"3280",A,~,100,,
"3280",B+, ,,"1",
"3280",SF,=,0.1,,
"3281",B+,=,80,,
"3281",A,=,20,,
"3281",B+SF,<,0.05,,
"3282",SF, ,,"1",
"3283",B-, ,,"1",
"3284",B-,=,100,,
"3285",B-,~,100,,
"3285",A,=,0.00145,,
"3285",SF,=,47,,
"3286",A,=,100,,
"3286",SF,=,5,,
"3287",B+,~,100,,
"3287",A,=,0.57,,
"3288",B+, ,,"1",
"3288",A,=,33,,
"3289",A,=,75,,
"3289",B+, ,,"1",
"3290",B+, ,,"1",
"3290",A, ,,"1",
"3291",SF,~,74,,
"3291",A, ,,"1",
"3291",B-, ,,"1",
"3292",B-,=,100,,
"3293",A,=,99.923,,
"3293",SF,=,0.077,,
"3294",B+,~,100,,
"3294",A, ,,"1",
"3295",A,~,100,,
"3295",SF,=,0.0069,,
"3295",EC, ,,"1",
"3296",B+,=,93,,
"3296",A,=,7,,
"3296",B+SF,=,0.026,,
"3297",SF,~,100,,
"3297",A, ,,"1",
"3297",B+, ,,"1",
"3298",B-,=,100,,
"3299",B-,=,100,,
"3300",A,~,100,,
"3300",SF, ,,"1",
"3301",EC,=,99.5,,
"3301",A,=,0.5,,
"3302",B+,=,98.2,,
"3302",A,=,1.8,,
"3303",B+, ,,"1",
"3303",A,=,10,,
"3304",A,=,83,,
"3304",B+, ,,"1",
"3304",SF,<,0.3,,
"3305",B+, ,,"1",
"3305",A, ,,"1",
"3306",B-, ,,"1",
"3306",A, ,,"1",
"3307",B-,=,,,"1"
"3307",A, ,,"1",
"3308",A,=,96.8972,,
"3308",SF,=,3.1028,,
"3309",A,=,78,,
"3309",EC,=,22,,
"3310",A,~,100,,
"3310",SF,=,0.0023,,
"3310",2B+, ,,"1",
"3311",B+,~,100,,
"3311",A, ,,"1",
"3312",A,=,67.6,,
"3312",SF,=,31.3,,
"3312",B+,=,1.1,,
"3313",A,~,98,,
"3313",SF,~,2,,
"3313",B+, ,,"1",
"3314",B-, ,,"1",
"3315",B-,=,99.69,,
"3315",A,=,0.31,,
"3316",A,=,100,,
"3316",SF,=,8.7,,
"3317",EC,=,88,,
"3317",A,=,12,,
"3318",B+,~,100,,
"3318",A,~,0.7,,
"3319",A,=,55,,
"3319",B+, ,,"1",
"3319",SF, ,,"1",
"3320",A,=,90,,
"3320",SF,=,1,,
"3320",B+, ,,"1",
"3321",SF,~,100,,
"3321",A, ,,"1",
"3322",B-, ,,"1",
"3323",SF,=,99.69,,
"3323",A,=,0.31,,
"3323",2B-, ,,"1",
"3324",A,~,100,,
"3324",EC, ,,"1",
"3324",B-,=,1.74,,
"3324",SF,<,3,,
"3325",A,=,99.9408,,
"3325",SF,=,0.0592,,
"3326",B+,~,100,,
"3326",A, ,,"1",
"3327",A,=,90,,
"3327",B+,=,10,,
"3327",SF,=,0.17,,
"3328",A,=,71.7,,
"3328",B+,=,28.3,,
"3328",SF,<,0.1,,
"3329",SF,~,100,,
"3329",A,<,1.5,,
"3330",B-,=,100,,
"3330",SF, ,,"1",
"3330",A, ,,"1",
"3331",B-,=,92,,
"3331",A,=,8,,
"3331",SF,=,0.0041,,
"3332",A,=,100,,
"3332",SF,=,2.4,,
"3333",B+,=,93,,
"3333",A,=,7,,
"3333",SF, ,,"1",
"3334",B+,=,70,,
"3334",A,=,30,,
"3335",A,=,99.7,,
"3335",B+,=,0.3,,
"3335",SF, ,,"1",
"3336",A,=,52.8,,
"3336",SF,=,47.2,,
"3336",B+,<,6,,
"3337",SF,~,67,,
"3337",A, ,,"1",
"3338",SF,=,100,,
"3338",A, ,,"1",
"3338",2B-, ,,"1",
"3339",B-,~,100,,
"3339",B-SF,=,0.002,,
"3340",SF,=,91.9,,
"3340",A,=,8.1,,
"3341",B+,=,90.8,,
"3341",A,=,9.2,,
"3341",SF,<,3,,
"3342",A,=,99.45,,
"3342",SF,=,0.55,,
"3342",EC, ,,"1",
"3343",A,=,85,,
"3343",B+,=,15,,
"3343",SF,<,0.03,,
"3344",SF,=,99.69,,
"3344",A,=,0.31,,
"3345",A,=,70,,
"3345",B+,=,30,,
"3345",SF, ,,"1",
"3346",B-,=,100,,
"3346",A, ,,"1",
"3347",A,=,99.79,,
"3347",SF,=,0.21,,
"3348",EC,=,85,,
"3348",A,=,15,,
"3348",SF, ,,"1",
"3349",A,=,85,,
"3349",B+,=,15,,
"3349",SF, ,,"1",
"3350",A,~,100,,
"3350",B+, ,,"1",
"3350",SF, ,,"1",
"3351",A,=,89.3,,
"3351",B+,=,9.4,,
"3351",SF,=,1.3,,
"3352",A,>,94,,
"3352",SF,<,6,,
"3352",B+, ,,"1",
"3353",B-, ,,"1",
"3353",A, ,,"1",
"3354",SF,~,100,,
"3354",A, ,,"1",
"3355",A,~,100,,
"3355",B+,<,0.0015,,
"3355",B-,<,0.0015,,
"3356",SF,~,100,,
"3356",A, ,,"1",
"3357",A,=,97.4,,
"3357",B+,=,2.6,,
"3358",SF,=,95.1,,
"3358",A,=,4.9,,
"3359",A,=,64,,
"3359",B+,=,36,,
"3360",SF,~,100,,
"3360",A, ,,"1",
"3361",SF,=,100,,
"3362",SF,~,100,,
"3362",A, ,,"1",
"3363",A,=,75,,
"3363",EC,=,25,,
"3363",SF,<,10,,
"3364",A,=,78,,
"3364",SF,=,22,,
"3364",B+, ,,"1",
"3365",A,=,85,,
"3365",B+,=,15,,
"3365",SF,<,3,,
"3366",A,=,100,,
"3367",A,~,100,,
"3367",SF, ,,"1",
"3367",B+, ,,"1",
"3368",SF, ,,"1",
"3369",SF,~,100,,
"3369",A,<,5,,
"3369",EC,<,5,,
"3369",B-,<,3.5,,
"3370",SF,=,100,,
"3371",A,=,80,,
"3371",B+,=,20,,
"3372",SF,~,100,,
"3372",A, ,,"1",
"3372",B+, ,,"1",
"3373",A,=,90.4,,
"3373",SF,=,9.6,,
"3373",B+, ,,"1",
"3374",SF,=,71,,
"3374",A,=,29,,
"3375",A,~,100,,
"3375",B+, ,,"1",
"3375",SF, ,,"1",
"3376",A, ,,"1",
"3377",A, ,,"1",
"3378",SF,~,100,,
"3378",A, ,,"1",
"3379",SF,=,82,,
"3379",A,=,18,,
"3380",SF,=,73,,
"3380",A,=,27,,
"3381",A,=,98.1,,
"3381",B+,=,1.3,,
"3381",SF,=,0.6,,
"3382",A,~,100,,
"3382",SF, ,,"1",
"3383",SF, ,,"1",
"3383",A, ,,"1",
"3384",SF,=,100,,
"3384",A, ,,"1",
"3385",B+,=,,,"1"
"3385",SF,<,10,,
"3385",A, ,,"1",
"3386",SF,~,100,,
"3387",SF,=,52,,
"3387",A,=,48,,
"3387",B+, ,,"1",
"3388",SF,=,94,,
"3388",A, ,,"1",
"3389",A,~,100,,
"3389",SF,<,20,,
"3390",A, ,,"1",
"3390",SF, ,,"1",
"3391",A, ,,"1",
"3392",SF,~,100,,
"3392",A, ,,"1",
"3393",SF,=,56,,
"3393",A,=,37,,
"3393",B+,=,6.9,,
"3394",A,=,87,,
"3394",SF,=,13,,
"3395",A, ,,"1",
"3396",A,~,100,,
"3396",SF, ,,"1",
"3397",A, ,,"1",
"3397",SF, ,,"1",
"3398",A, ,,"1",
"3398",SF, ,,"1",
"3399",A, ,,"1",
"3400",A, ,,"1",
"3401",SF,>,80,,
"3401",A, ,,"1",
"3402",A,~,86,,
"3402",SF,~,14,,
"3402",B+, ,,"1",
"3403",A,=,70,,
"3403",SF,=,30,,
"3404",A, ,,"1",
"3404",SF, ,,"1",
"3405",SF,~,100,,
"3405",A, ,,"1",
"3406",A, ,,"1",
"3407",A,>,50,,
"3407",SF, ,,"1",
"3408",A,=,,,"1"
"3409",A,~,100,,
"3409",SF, ,,"1",
"3410",A, ,,"1",
"3411",SF,=,100,,
"3412",A, ,,"1",
"3412",SF, ,,"1",
"3413",A, ,,"1",
"3413",SF,=,,,"1"
"3413",B+, ,,"1",
"3414",SF,>,90,,
"3415",A,~,100,,
"3415",B+, ,,"1",
"3415",SF, ,,"1",
"3416",A,=,76,,
"3416",SF,=,24,,
"3417",A,~,100,,
"3417",SF, ,,"1",
"3418",SF,=,100,,
"3419",SF,=,100,,
"3420",SF,=,83,,
"3420",A,=,17,,
"3421",A,=,100,,
"3422",A,>,80,,
"3422",SF, ,,"1",
"3423",A, ,,"1",
"3424",A,=,100,,
"3425",A, ,,"1",
"3425",SF, ,,"1",
"3426",SF,~,100,,
"3426",B+, ,,"1",
"3426",A, ,,"1",
"3427",A, ,,"1",
"3427",SF, ,,"1",
"3428",A, ,,"1",
"3428",SF, ,,"1",
"3429",A,~,100,,
"3430",A,=,100,,
"3431",A, ,,"1",
"3432",A, ,,"1",
"3432",SF, ,,"1",
"3433",A,~,100,,
"3433",SF, ,,"1",
"3434",A, ,,"1",
"3435",A,=,100,,
"3436",A, ,,"1",
"3437",A,=,100,,
"3438",SF,~,87,,
"3438",A,~,13,,
"3439",A, ,,"1",
"3439",SF, ,,"1",
"3440",A,=,100,,
"3441",A,~,100,,
"3441",SF, ,,"1",
"3442",A,~,100,,
"3443",A,~,100,,
"3443",SF, ,,"1",
"3444",A,=,42,,
"3444",SF,=,58,,
"3445",A,=,100,,
"3446",A, ,,"1",
"3446",SF, ,,"1",
"3447",A, ,,"1",
"3448",SF,=,75,,
"3448",A,=,25,,
"3449",A, ,,"1",
"3449",SF, ,,"1",
"3450",A,~,100,,
"3451",A, ,,"1",
"3451",SF, ,,"1",
"3452",A, ,,"1",
"3452",SF, ,,"1",
"3453",SF, ,,"1",
"3454",A,=,100,,
"3455",SF, ,,"1",
"3456",A, ,,"1",
"3456",SF, ,,"1",
"3457",A,~,100,,
"3457",SF, ,,"1",
"3458",A, ,,"1",
"3458",SF, ,,"1",
"3459",A,~,100,,
"3460",A, ,,"1",
"3461",A,=,100,,
"3462",A, ,,"1",
"3462",SF, ,,"1",
"3463",A,=,100,,
"3464",A, ,,"1",
"3464",SF, ,,"1",
"3465",A,~,100,,
"3466",SF, ,,"1",
"3467",A,=,100,,
"3468",A,=,100,,
"3469",A, ,,"1",
"3469",SF, ,,"1",
"3470",A, ,,"1",
"3471",A, ,,"1",
"3471",SF, ,,"1",
"3472",A, ,,"1",
"3472",SF, ,,"1",
"3473",A,=,100,,
"3474",A, ,,"1",
"3474",SF, ,,"1",
"3475",A, ,,"1",
"3475",SF, ,,"1",
"3476",A, ,,"1",
"3476",SF, ,,"1",
"3477",A, ,,"1",
"3477",SF, ,,"1",
"3478",SF,~,100,,
"3478",A, ,,"1",
"3479",SF,=,100,,
"3479",A, ,,"1",
"3480",A,~,100,,
"3480",SF, ,,"1",
"3481",A, ,,"1",
"3481",SF, ,,"1",
"3482",A,=,100,,
"3483",SF,~,100,,
"3483",A, ,,"1",
"3484",SF,~,100,,
"3484",A, ,,"1",
"3485",A,=,100,,
"3486",A, ,,"1",
"3486",SF, ,,"1",
"3487",A,=,100,,
"3488",A, ,,"1",
"3488",SF, ,,"1",
"3489",A,~,100,,
"3490",A, ,,"1",
"3490",SF, ,,"1",
"3491",A, ,,"1",
"3491",SF, ,,"1",
"3492",SF,=,88,,
"3492",A,=,12,,
"3493",A,=,100,,
"3494",A, ,,"1",
"3494",SF, ,,"1",
"3495",A, ,,"1",
"3495",SF, ,,"1",
"3496",A, ,,"1",
"3496",SF, ,,"1",
"3497",A, ,,"1",
"3497",SF, ,,"1",
"3498",SF,=,100,,
"3499",A,=,100,,
"3500",A, ,,"1",
"3500",SF, ,,"1",
"3501",A, ,,"1",
"3501",SF, ,,"1",
"3502",A, ,,"1",
"3502",SF, ,,"1",
"3503",SF,=,90,,
"3503",A,=,10,,
"3504",SF,=,87,,
"3504",A,=,13,,
"3505",A,~,100,,
"3505",SF, ,,"1",
"3506",A, ,,"1",
"3506",SF, ,,"1",
"3507",A,~,100,,
"3507",SF, ,,"1",
"3508",A,~,100,,
"3508",SF, ,,"1",
"3509",A,=,100,,
"3510",SF,~,100,,
"3510",A, ,,"1",
"3511",A,=,100,,
"3512",A, ,,"1",
"3512",SF, ,,"1",
"3513",A, ,,"1",
"3513",SF, ,,"1",
"3514",A,=,81,,
"3514",SF,=,19,,
"3515",A,=,100,,
"3516",A, ,,"1",
"3516",SF, ,,"1",
"3517",A, ,,"1",
"3517",SF, ,,"1",
"3518",SF,=,100,,
"3519",A,=,100,,
"3520",SF,~,100,,
"3520",A, ,,"1",
"3521",A, ,,"1",
"3521",SF, ,,"1",
"3522",A,=,100,,
"3523",A,=,100,,
"3524",A,~,100,,
"3524",SF,<,20,,
"3525",A,~,100,,
"3525",SF, ,,"1",
"3526",A,~,100,,
"3526",SF, ,,"1",
"3527",A,=,100,,
"3528",A,=,59,,
"3528",SF,=,41,,
"3529",A, ,,"1",
"3529",SF, ,,"1",
"3530",A, ,,"1",
"3530",SF, ,,"1",
"3531",A,~,100,,
"3531",SF, ,,"1",
"3532",A,=,100,,
"3533",A, ,,"1",
"3533",SF, ,,"1",
"3534",A, ,,"1",
"3534",SF, ,,"1",
"3535",A,~,100,,
"3535",SF, ,,"1",
"3536",A,=,100,,
"3537",A, ,,"1",
"3537",SF, ,,"1",
"3538",A,~,100,,
"3538",SF, ,,"1",
"3539",A,=,100,,
"3540",A, ,,"1",
"3541",A,~,100,,
"3541",SF,<,50,,
"3542",A,~,100,,
"3542",SF, ,,"1",
"3542",B+,<,50,,
"3543",A,=,100,,
"3544",A,~,100,,
"3544",SF, ,,"1",
"3545",A, ,,"1",
"3545",SF, ,,"1",
"3546",A, ,,"1",
"3546",SF, ,,"1",
"3547",A,~,100,,
"3547",SF, ,,"1",
"3548",A, ,,"1",
"3548",SF, ,,"1",
"3549",A, ,,"1",
"3549",SF, ,,"1",
"3550",A,~,100,,
"3550",SF, ,,"1",
"3551",A, ,,"1",
"3551",SF, ,,"1",
"3552",A,~,100,,
"3552",SF, ,,"1",
"3553",A,=,100,,
"3554",A, ,,"1",
"3555",A,=,100,,
"3556",A,~,100,,
"3556",SF, ,,"1",
"3557",A,~,100,,
